 TIME                    	t                        	f-sim                    	f-exp                    	Tr-sim                   	Tr-exp                   	RHr-sim                  	RHr-exp                  	Ts-sim                   	Ts-exp                   	RHs-sim                  	RHs-exp                  	Toa                      	Pel-sim                  	Pel-exp                  	Qcs-sim                  	Qcs-exp                  	Qcl-sim                  	Qcl-exp                  	Qc-sim                   	Qc-exp                   	
  +9.3333333333333335E-01	  +3.3600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2638769713468907E+01	  +2.3757999999999999E+01	  +7.1213999999999999E+01	  +7.1213999999999999E+01	  +2.2638769713468907E+01	  +2.3914999999999999E+01	  +4.9999999999999986E+01	  +6.3264000000000003E+01	  +2.2745000000000001E+01	  +0.0000000000000000E+00	  -2.4891666666666669E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +9.4999999999999996E-01	  +3.4200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2645599805261643E+01	  +2.3745999999999999E+01	  +6.0162999999999997E+01	  +6.0162999999999997E+01	  +2.2645599805261636E+01	  +2.3925000000000001E+01	  +5.0000000000000178E+01	  +6.2088000000000001E+01	  +2.2792999999999999E+01	  +0.0000000000000000E+00	  -2.0791666666666667E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +9.6666666666666667E-01	  +3.4800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2654684380819500E+01	  +2.3771000000000001E+01	  +5.0703000000000003E+01	  +5.0703000000000003E+01	  +2.2654684380819496E+01	  +2.3957999999999998E+01	  +5.0000000000000000E+01	  +6.3496000000000002E+01	  +2.2843000000000000E+01	  +0.0000000000000000E+00	  -1.4755555555555557E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +9.8333333333333328E-01	  +3.5400000000000000E+03	  +0.0000000000000000E+00	  +3.9801000000000002E+01	  +2.2677244526098512E+01	  +2.3410000000000000E+01	  +7.1228999999999999E+01	  +7.1228999999999999E+01	  +2.2677244526098509E+01	  +2.0806000000000001E+01	  +5.0000000000000014E+01	  +6.0289000000000001E+01	  +2.3295999999999999E+01	  +0.0000000000000000E+00	  +3.6975999999999998E-01	  +0.0000000000000000E+00	  +4.9557138888888891E-01	  +0.0000000000000000E+00	  +1.7212511111111111E+00	  +0.0000000000000000E+00	  +2.2168227777777778E+00	
  +1.0000000000000000E+00	  +3.6000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2727738235674295E+01	  +2.3082999999999998E+01	  +4.1453000000000003E+01	  +4.1453000000000003E+01	  +2.2724866513172266E+01	  +2.1777000000000001E+01	  +5.0000000000000000E+01	  +7.0042000000000002E+01	  +2.3829999999999998E+01	  +0.0000000000000000E+00	  -1.8797222222222223E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.0166666666666666E+00	  +3.6600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2785462355071914E+01	  +2.3248000000000001E+01	  +6.2798000000000002E+01	  +6.2798000000000002E+01	  +2.2782016095247187E+01	  +2.2446000000000002E+01	  +4.9999999999999993E+01	  +4.2984999999999999E+01	  +2.3629000000000001E+01	  +0.0000000000000000E+00	  -1.7816666666666666E-03	  +0.0000000000000000E+00	  -7.5138888888888890E-04	  +0.0000000000000000E+00	  -9.2486111111111120E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.0333333333333334E+00	  +3.7200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2830060888584836E+01	  +2.3391999999999999E+01	  +7.1234999999999999E+01	  +7.1234999999999999E+01	  +2.2827328442993245E+01	  +2.2626999999999999E+01	  +5.0000000000000000E+01	  +7.1088999999999999E+01	  +2.3492000000000001E+01	  +0.0000000000000000E+00	  -1.6777777777777778E-03	  +0.0000000000000000E+00	  -7.5138888888888890E-04	  +0.0000000000000000E+00	  -9.2486111111111120E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.0500000000000000E+00	  +3.7800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2867702987151475E+01	  +2.3588000000000001E+01	  +4.4795999999999999E+01	  +4.4795999999999999E+01	  +2.2865406770693173E+01	  +2.3074999999999999E+01	  +5.0000000000000000E+01	  +6.2651000000000003E+01	  +2.3472999999999999E+01	  +0.0000000000000000E+00	  -1.8797222222222223E-03	  +0.0000000000000000E+00	  -7.5138888888888890E-04	  +0.0000000000000000E+00	  -9.2486111111111120E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.0666666666666667E+00	  +3.8400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2902327551998514E+01	  +2.3745000000000001E+01	  +6.2802000000000000E+01	  +6.2802000000000000E+01	  +2.2900227760967947E+01	  +2.3503000000000000E+01	  +5.0000000000000014E+01	  +6.2777000000000001E+01	  +2.3462000000000000E+01	  +0.0000000000000000E+00	  -1.7816666666666666E-03	  +0.0000000000000000E+00	  -7.5138888888888890E-04	  +0.0000000000000000E+00	  -9.2486111111111120E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.0833333333333333E+00	  +3.9000000000000000E+03	  +0.0000000000000000E+00	  +1.3456000000000000E+01	  +2.2935425383127448E+01	  +2.3827999999999999E+01	  +7.1254000000000005E+01	  +7.1254000000000005E+01	  +2.2933423593113943E+01	  +2.3526000000000000E+01	  +5.0000000000000000E+01	  +6.9716999999999999E+01	  +2.3488000000000000E+01	  +0.0000000000000000E+00	  +3.3513611111111112E-02	  +0.0000000000000000E+00	  +2.0557388888888889E-01	  +0.0000000000000000E+00	  +8.9107027777777781E-01	  +0.0000000000000000E+00	  +1.0966441666666666E+00	
  +1.1000000000000001E+00	  +3.9600000000000000E+03	  +0.0000000000000000E+00	  +4.0298999999999999E+01	  +2.2992937491476546E+01	  +2.3180000000000000E+01	  +4.1951999999999998E+01	  +4.1951999999999998E+01	  +2.2989552764892835E+01	  +1.8629999999999999E+01	  +5.0000000000000014E+01	  +4.1482999999999997E+01	  +2.4344000000000001E+01	  +0.0000000000000000E+00	  +4.0017194444444443E-01	  +0.0000000000000000E+00	  +1.2686894444444445E+00	  +0.0000000000000000E+00	  +1.3220116666666668E+00	  +0.0000000000000000E+00	  +2.5907011111111111E+00	
  +1.1166666666666667E+00	  +4.0200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3100043000712915E+01	  +2.3001000000000001E+01	  +6.2808999999999997E+01	  +6.2808999999999997E+01	  +2.3093759103191321E+01	  +2.0660000000000000E+01	  +5.0000000000000000E+01	  +7.1111999999999995E+01	  +2.5312999999999999E+01	  +0.0000000000000000E+00	  -1.4727777777777777E-03	  +0.0000000000000000E+00	  -8.1794444444444440E-03	  +0.0000000000000000E+00	  -1.8205555555555557E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.1333333333333333E+00	  +4.0800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3219623945530994E+01	  +2.3286999999999999E+01	  +7.1263000000000005E+01	  +7.1263000000000005E+01	  +2.3212465649913618E+01	  +2.2187999999999999E+01	  +5.0000000000000014E+01	  +5.8168999999999997E+01	  +2.5033999999999999E+01	  +0.0000000000000000E+00	  -1.4725000000000001E-03	  +0.0000000000000000E+00	  -8.1794444444444440E-03	  +0.0000000000000000E+00	  -1.8205555555555557E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.1499999999999999E+00	  +4.1400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3311132321578878E+01	  +2.3533999999999999E+01	  +4.4246000000000002E+01	  +4.4246000000000002E+01	  +2.3305520864159678E+01	  +2.2359999999999999E+01	  +5.0000000000000000E+01	  +6.9992999999999995E+01	  +2.4591000000000001E+01	  +0.0000000000000000E+00	  -1.1666666666666668E-03	  +0.0000000000000000E+00	  -8.1794444444444440E-03	  +0.0000000000000000E+00	  -1.8205555555555557E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.1666666666666667E+00	  +4.2000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3376887681244845E+01	  +2.3562000000000001E+01	  +6.7546000000000006E+01	  +6.7546000000000006E+01	  +2.3372828845080029E+01	  +2.2532000000000000E+01	  +5.0000000000000000E+01	  +6.5692999999999998E+01	  +2.4320000000000000E+01	  +0.0000000000000000E+00	  -1.4755555555555557E-03	  +0.0000000000000000E+00	  -8.1794444444444440E-03	  +0.0000000000000000E+00	  -1.8205555555555557E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.1833333333333333E+00	  +4.2600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3427191397829851E+01	  +2.3680000000000000E+01	  +7.1266999999999996E+01	  +7.1266999999999996E+01	  +2.3424099643088294E+01	  +2.2797000000000001E+01	  +5.0000000000000000E+01	  +4.7271999999999998E+01	  +2.4181999999999999E+01	  +0.0000000000000000E+00	  -1.1663888888888889E-03	  +0.0000000000000000E+00	  -8.1794444444444440E-03	  +0.0000000000000000E+00	  -1.8205555555555557E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.2000000000000000E+00	  +4.3200000000000000E+03	  +0.0000000000000000E+00	  +3.9508000000000003E+01	  +2.3476744686570832E+01	  +2.3713000000000001E+01	  +4.5529000000000003E+01	  +4.5529000000000003E+01	  +2.3473750611521503E+01	  +1.9949000000000002E+01	  +5.0000000000000000E+01	  +7.1141999999999996E+01	  +2.4382000000000001E+01	  +0.0000000000000000E+00	  +3.4283861111111114E-01	  +0.0000000000000000E+00	  +2.7700513888888887E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.7700513888888887E+00	
  +1.2166666666666666E+00	  +4.3800000000000000E+03	  +0.0000000000000000E+00	  +2.2507999999999999E+01	  +2.3557543407765110E+01	  +2.2945000000000000E+01	  +6.8194000000000003E+01	  +6.8194000000000003E+01	  +2.3557543407765113E+01	  +1.7571000000000002E+01	  +5.0000000000000000E+01	  +4.7159999999999997E+01	  +2.5504999999999999E+01	  +0.0000000000000000E+00	  +2.0668000000000000E-01	  +0.0000000000000000E+00	  +4.9488388888888890E-01	  +0.0000000000000000E+00	  +1.4053636111111112E+00	  +0.0000000000000000E+00	  +1.9002474999999999E+00	
  +1.2333333333333334E+00	  +4.4400000000000000E+03	  +1.8999999999999999E+00	  +0.0000000000000000E+00	  +2.3583582361839081E+01	  +2.3170000000000002E+01	  +6.3177000000000000E+01	  +6.3177000000000000E+01	  +2.2177458307189262E+01	  +2.1858000000000001E+01	  +5.1892731524457936E+01	  +7.1100999999999999E+01	  +2.5771999999999998E+01	  +1.9200000000000002E-02	  -1.1663888888888889E-03	  +3.0606024493383771E-01	  -1.0000000000000000E-02	  +2.3418670243157885E-01	  +0.0000000000000000E+00	  +5.4024694736541656E-01	  -1.0000000000000000E-02	
  +1.2500000000000000E+00	  +4.5000000000000000E+03	  +1.8999999999999999E+00	  +0.0000000000000000E+00	  +2.3521459549150094E+01	  +2.3449000000000002E+01	  +4.0125000000000000E+01	  +4.0125000000000000E+01	  +2.2112825293674778E+01	  +2.2213999999999999E+01	  +5.1869616869732084E+01	  +5.7997000000000000E+01	  +2.5294000000000000E+01	  +1.9200000000000002E-02	  -1.0625000000000001E-03	  +3.0652240162551853E-01	  -1.0000000000000000E-02	  +2.3620248182133843E-01	  +0.0000000000000000E+00	  +5.4272488344685699E-01	  -1.0000000000000000E-02	
  +1.2666666666666666E+00	  +4.5600000000000000E+03	  +1.8999999999999999E+00	  +0.0000000000000000E+00	  +2.3440507600341647E+01	  +2.3609000000000002E+01	  +7.1215999999999994E+01	  +7.1215999999999994E+01	  +2.2031279882824336E+01	  +2.2393999999999998E+01	  +5.1819993933059408E+01	  +6.1231999999999999E+01	  +2.4841999999999999E+01	  +1.9200000000000002E-02	  -1.1663888888888889E-03	  +3.0577674556501855E-01	  -1.5491666666666666E-03	  +2.3874681509905793E-01	  -8.4508333333333328E-03	  +5.4452356066407648E-01	  -1.0000000000000000E-02	
  +1.2833333333333334E+00	  +4.6200000000000000E+03	  +1.8999999999999999E+00	  +1.2401000000000000E+01	  +2.3350274793005244E+01	  +2.3696999999999999E+01	  +6.0863000000000000E+01	  +6.0863000000000000E+01	  +2.1949674209458713E+01	  +2.2454999999999998E+01	  +5.1760984847776584E+01	  +6.5602999999999994E+01	  +2.4632999999999999E+01	  +1.9200000000000002E-02	  +3.0868333333333334E-02	  +3.0387559658368529E-01	  +9.8709916666666664E-01	  +2.4052455218569765E-01	  +3.6866666666666667E-03	  +5.4440014876938292E-01	  +9.9078583333333337E-01	
  +1.3000000000000000E+00	  +4.6800000000000000E+03	  +0.0000000000000000E+00	  +4.0289000000000001E+01	  +2.3363615288230594E+01	  +2.3352000000000000E+01	  +6.3039000000000001E+01	  +6.3039000000000001E+01	  +2.3358782646862750E+01	  +1.7847999999999999E+01	  +4.9999999999999993E+01	  +4.5799999999999997E+01	  +2.5263000000000002E+01	  +0.0000000000000000E+00	  +4.0405583333333339E-01	  +0.0000000000000000E+00	  +7.6889055555555552E-01	  +0.0000000000000000E+00	  +1.9329461111111110E+00	  +0.0000000000000000E+00	  +2.7018366666666664E+00	
  +1.3166666666666667E+00	  +4.7400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3509541440333752E+01	  +2.2980000000000000E+01	  +7.1265000000000001E+01	  +7.1265000000000001E+01	  +2.3500967354111385E+01	  +1.8527999999999999E+01	  +5.0000000000000000E+01	  +7.1123000000000005E+01	  +2.6469999999999999E+01	  +0.0000000000000000E+00	  -5.5138888888888891E-04	  +0.0000000000000000E+00	  -3.6775000000000002E-03	  +0.0000000000000000E+00	  -6.3225000000000000E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.3333333333333333E+00	  +4.8000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3673518499316600E+01	  +2.3358000000000001E+01	  +4.4034999999999997E+01	  +4.4034999999999997E+01	  +2.3663705019368305E+01	  +2.2271000000000001E+01	  +5.0000000000000000E+01	  +5.8636000000000003E+01	  +2.6231000000000002E+01	  +0.0000000000000000E+00	  -6.5250000000000009E-04	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.3500000000000001E+00	  +4.8600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3802416613149980E+01	  +2.3678999999999998E+01	  +6.3100000000000001E+01	  +6.3100000000000001E+01	  +2.3794527685826118E+01	  +2.2366000000000000E+01	  +5.0000000000000000E+01	  +6.0828000000000003E+01	  +2.5603000000000002E+01	  +0.0000000000000000E+00	  -5.5138888888888891E-04	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.3666666666666667E+00	  +4.9200000000000000E+03	  +0.0000000000000000E+00	  +3.9508000000000003E+01	  +2.3909645004033834E+01	  +2.3710999999999999E+01	  +6.8021000000000001E+01	  +6.8021000000000001E+01	  +2.3903097951027668E+01	  +2.0427000000000000E+01	  +5.0000000000000000E+01	  +6.8597999999999999E+01	  +2.5713999999999999E+01	  +0.0000000000000000E+00	  +3.8833277777777780E-01	  +0.0000000000000000E+00	  +7.9798111111111114E-01	  +0.0000000000000000E+00	  +1.3418427777777777E+00	  +0.0000000000000000E+00	  +2.1398238888888890E+00	
  +1.3833333333333333E+00	  +4.9800000000000000E+03	  +0.0000000000000000E+00	  +3.1219999999999999E+01	  +2.4040202993565089E+01	  +2.3102000000000000E+01	  +4.0427000000000000E+01	  +4.0427000000000000E+01	  +2.4032405435431521E+01	  +1.7969999999999999E+01	  +5.0000000000000000E+01	  +4.8314999999999998E+01	  +2.6594999999999999E+01	  +0.0000000000000000E+00	  +3.0394277777777778E-01	  +0.0000000000000000E+00	  +1.5011636111111113E+00	  +0.0000000000000000E+00	  +6.8013444444444437E-01	  +0.0000000000000000E+00	  +2.1812980555555557E+00	
  +1.3999999999999999E+00	  +5.0400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4215991883981335E+01	  +2.3006000000000000E+01	  +7.1219999999999999E+01	  +7.1219999999999999E+01	  +2.4205550794590238E+01	  +1.8152999999999999E+01	  +4.9999999999999993E+01	  +7.1114000000000004E+01	  +2.7536000000000001E+01	  +0.0000000000000000E+00	  -5.5138888888888891E-04	  +0.0000000000000000E+00	  -3.7044444444444447E-03	  +0.0000000000000000E+00	  -6.2955555555555560E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.4166666666666667E+00	  +5.1000000000000000E+03	  +9.5000000000000000E+00	  +0.0000000000000000E+00	  +2.4250199787033065E+01	  +2.3452000000000002E+01	  +5.4281999999999996E+01	  +5.4281999999999996E+01	  +2.1946701746500075E+01	  +2.2391999999999999E+01	  +5.3140775550382159E+01	  +5.8835999999999999E+01	  +2.7184000000000001E+01	  +5.3695999999999994E-02	  -4.4749999999999998E-04	  +5.0158461857022218E-01	  -1.0000000000000000E-02	  +3.9263245568478106E-01	  +0.0000000000000000E+00	  +8.9421707425500319E-01	  -1.0000000000000000E-02	
  +1.4333333333333333E+00	  +5.1600000000000000E+03	  +9.5000000000000000E+00	  +0.0000000000000000E+00	  +2.4109386772436856E+01	  +2.3798999999999999E+01	  +5.7905000000000001E+01	  +5.7905000000000001E+01	  +2.1790499760844376E+01	  +2.2475999999999999E+01	  +5.3125143400809151E+01	  +6.0899000000000001E+01	  +2.6387000000000000E+01	  +5.2785142857142857E-02	  -5.5138888888888891E-04	  +5.0528155707273203E-01	  -1.0000000000000000E-02	  +3.9637301963299704E-01	  +0.0000000000000000E+00	  +9.0165457670572902E-01	  -1.0000000000000000E-02	
  +1.4500000000000000E+00	  +5.2200000000000000E+03	  +9.5000000000000000E+00	  +3.9509000000000000E+01	  +2.3950902399650271E+01	  +2.3922999999999998E+01	  +7.1248000000000005E+01	  +7.1248000000000005E+01	  +2.1643503829567976E+01	  +2.0661999999999999E+01	  +5.3037370871139302E+01	  +7.0366000000000000E+01	  +2.6280000000000001E+01	  +5.2662857142857143E-02	  +3.9107305555555555E-01	  +5.0258317241101269E-01	  +7.2311972222222232E-01	  +3.9754919377824416E-01	  +1.4175127777777778E+00	  +9.0013236618925674E-01	  +2.1406325000000002E+00	
  +1.4666666666666666E+00	  +5.2800000000000000E+03	  +9.5000000000000000E+00	  +3.1196999999999999E+01	  +2.3830861602001917E+01	  +2.3361000000000001E+01	  +4.3789999999999999E+01	  +4.3789999999999999E+01	  +2.1564160628607763E+01	  +1.7840000000000000E+01	  +5.2913519285373098E+01	  +4.8500999999999998E+01	  +2.7244000000000000E+01	  +5.3764571428571412E-02	  +3.0302166666666663E-01	  +4.9281174689241170E-01	  +1.2522166666666665E+00	  +3.9322285395833811E-01	  +9.5326694444444449E-01	  +8.8603460085074981E-01	  +2.2054836111111111E+00	
  +1.4833333333333334E+00	  +5.3400000000000000E+03	  +9.5000000000000000E+00	  +3.1228999999999999E+01	  +2.3778409423963559E+01	  +2.3193999999999999E+01	  +6.2783000000000001E+01	  +6.2783000000000001E+01	  +2.1542900857257909E+01	  +1.7416000000000000E+01	  +5.2830666555222464E+01	  +7.1105999999999995E+01	  +2.8164000000000001E+01	  +5.4815999999999990E-02	  +3.1256527777777776E-01	  +4.8498460175326508E-01	  +1.1960741666666668E+00	  +3.8915452398331063E-01	  +1.2140969444444445E+00	  +8.7413912573657571E-01	  +2.4101711111111110E+00	
  +1.5000000000000000E+00	  +5.4000000000000000E+03	  +9.5000000000000000E+00	  +2.9202999999999999E+01	  +2.3776067072812296E+01	  +2.3222000000000001E+01	  +7.1278000000000006E+01	  +7.1278000000000006E+01	  +2.1560025706050215E+01	  +1.7088999999999999E+01	  +5.2797546974868801E+01	  +6.2283999999999999E+01	  +2.8803000000000001E+01	  +5.5546285714285694E-02	  +2.9236361111111109E-01	  +4.8076442936033764E-01	  +9.9143416666666662E-01	  +3.8649451125475753E-01	  +2.0945644444444445E+00	  +8.6725894061509512E-01	  +3.0859988888888887E+00	
  +1.5166666666666666E+00	  +5.4600000000000000E+03	  +9.5000000000000000E+00	  +2.9202999999999999E+01	  +2.3806675072779584E+01	  +2.3260000000000002E+01	  +4.1826000000000001E+01	  +4.1826000000000001E+01	  +2.1598859878641342E+01	  +1.6986000000000001E+01	  +5.2791877280628505E+01	  +5.8866000000000000E+01	  +2.9280000000000001E+01	  +5.6091428571428570E-02	  +2.9723500000000003E-01	  +4.7848869794957710E-01	  +2.5961741666666667E+00	  +3.8454053560199031E-01	  +3.5472583333333330E-01	  +8.6302923355156735E-01	  +2.9508999999999999E+00	
  +1.5333333333333334E+00	  +5.5200000000000000E+03	  +1.1400000000000000E+01	  +2.9204000000000001E+01	  +2.3839824410011417E+01	  +2.3350000000000001E+01	  +6.9477999999999994E+01	  +6.9477999999999994E+01	  +2.1217235906153370E+01	  +1.6681999999999999E+01	  +5.3285007325555803E+01	  +7.1114000000000004E+01	  +2.9812000000000001E+01	  +7.5449142857142867E-02	  +3.0647222222222220E-01	  +5.6913889009855201E-01	  +2.5961741666666667E+00	  +4.6065529535279032E-01	  +3.5472583333333330E-01	  +1.0297941854513424E+00	  +2.9508999999999999E+00	
  +1.5500000000000000E+00	  +5.5800000000000000E+03	  +1.1400000000000000E+01	  +2.9201000000000001E+01	  +2.3871048041172280E+01	  +2.3332999999999998E+01	  +6.2951000000000001E+01	  +6.2951000000000001E+01	  +2.1250986327093003E+01	  +1.6515999999999998E+01	  +5.3296921194122618E+01	  +6.6085999999999999E+01	  +3.0140000000000001E+01	  +7.6011428571428563E-02	  +3.1692833333333331E-01	  +5.6789006318857693E-01	  +1.2189227777777778E+00	  +4.5863227506395243E-01	  +1.5949397222222224E+00	  +1.0265223382525295E+00	  +2.8138625000000004E+00	
  +1.5666666666666667E+00	  +5.6400000000000000E+03	  +1.1400000000000000E+01	  +2.9202999999999999E+01	  +2.3915395407105265E+01	  +2.3254999999999999E+01	  +6.2612000000000002E+01	  +6.2612000000000002E+01	  +2.1294258693676976E+01	  +1.6413000000000000E+01	  +5.3326381344222455E+01	  +6.0844999999999999E+01	  +3.0327000000000002E+01	  +7.6332000000000011E-02	  +3.1616972222222223E-01	  +5.6802689387191718E-01	  +1.0971355555555555E+00	  +4.5724269178574489E-01	  +1.6530780555555555E+00	  +1.0252695856576621E+00	  +2.7502136111111111E+00	
  +1.5833333333333333E+00	  +5.7000000000000000E+03	  +1.3300000000000001E+01	  +0.0000000000000000E+00	  +2.3943169123329600E+01	  +2.3312999999999999E+01	  +7.1182000000000002E+01	  +7.1182000000000002E+01	  +2.0910611359626458E+01	  +2.0367999999999999E+01	  +5.3924072243668377E+01	  +6.3085999999999999E+01	  +3.0567000000000000E+01	  +1.0232457142857142E-01	  -4.7838888888888896E-03	  +6.6273264561946676E-01	  -2.5966666666666668E-03	  +5.3040684328056009E-01	  -7.4033333333333338E-03	  +1.1931394889000269E+00	  -1.0000000000000000E-02	
  +1.6000000000000001E+00	  +5.7600000000000000E+03	  +1.3300000000000001E+01	  +0.0000000000000000E+00	  +2.3911746547295056E+01	  +2.3658000000000001E+01	  +6.2890999999999998E+01	  +6.2890999999999998E+01	  +2.0826925081715864E+01	  +2.2303999999999998E+01	  +5.3924709432806537E+01	  +7.1078000000000003E+01	  +2.9361000000000001E+01	  +9.9567999999999976E-02	  -4.7838888888888896E-03	  +6.7009216636781732E-01	  -2.5966666666666668E-03	  +5.3855249890637402E-01	  -7.4033333333333338E-03	  +1.2086446652741913E+00	  -1.0000000000000000E-02	
  +1.6166666666666667E+00	  +5.8200000000000000E+03	  +1.3300000000000001E+01	  +1.9510999999999999E+01	  +2.3808986867803995E+01	  +2.3943000000000001E+01	  +4.1546999999999997E+01	  +4.1546999999999997E+01	  +2.0705805087202645E+01	  +2.2059000000000001E+01	  +5.3874448301636491E+01	  +6.6680000000000007E+01	  +2.8199999999999999E+01	  +9.6859618416480969E-02	  +1.0725277777777776E-02	  +6.7447761708643716E-01	  -9.8133333333333336E-03	  +5.4571176374080743E-01	  +0.0000000000000000E+00	  +1.2201893808272446E+00	  -9.8133333333333336E-03	
  +1.6333333333333333E+00	  +5.8800000000000000E+03	  +1.3300000000000001E+01	  +4.0247999999999998E+01	  +2.3679781148506382E+01	  +2.3948000000000000E+01	  +7.1171000000000006E+01	  +7.1171000000000006E+01	  +2.0599429793786801E+01	  +1.9640999999999998E+01	  +5.3759403247713600E+01	  +5.0588999999999999E+01	  +2.8198000000000000E+01	  +9.6770174345754287E-02	  +4.4067416666666664E-01	  +6.6924676427920571E-01	  -9.8133333333333336E-03	  +5.4512649606745700E-01	  +0.0000000000000000E+00	  +1.2143732603466626E+00	  -9.8133333333333336E-03	
  +1.6499999999999999E+00	  +5.9400000000000000E+03	  +1.3300000000000001E+01	  +3.1227000000000000E+01	  +2.3593959974366275E+01	  +2.3576000000000001E+01	  +4.7514000000000003E+01	  +4.7514000000000003E+01	  +2.0558991341415354E+01	  +1.7163000000000000E+01	  +5.3640652287140391E+01	  +7.1066999999999993E+01	  +2.9251999999999999E+01	  +9.9055405402766389E-02	  +3.2307388888888888E-01	  +6.5849890697239200E-01	  +2.4057847222222226E+00	  +5.3895944600719392E-01	  +0.0000000000000000E+00	  +1.1974583529795859E+00	  +2.4057847222222226E+00	
  +1.6666666666666667E+00	  +6.0000000000000000E+03	  +1.3300000000000001E+01	  +3.1274000000000001E+01	  +2.3570042036295426E+01	  +2.3524999999999999E+01	  +6.2741999999999997E+01	  +6.2741999999999997E+01	  +2.0561144648101280E+01	  +1.6513000000000002E+01	  +5.3588187297022770E+01	  +6.1927999999999997E+01	  +3.0015999999999998E+01	  +1.0072737364368528E-01	  +3.2094555555555554E-01	  +6.5230987182350986E-01	  +1.1615313888888890E+00	  +5.3479232362153306E-01	  +1.7231311111111112E+00	  +1.1871021954450429E+00	  +2.8846625000000001E+00	
  +1.6833333333333333E+00	  +6.0600000000000000E+03	  +1.3300000000000001E+01	  +3.1196999999999999E+01	  +2.3586963666511135E+01	  +2.3538000000000000E+01	  +6.7741000000000000E+01	  +6.7741000000000000E+01	  +2.0589857035714541E+01	  +1.6640999999999998E+01	  +5.3582562938679210E+01	  +5.2560000000000002E+01	  +3.0535000000000000E+01	  +1.0189586947834821E-01	  +3.3537194444444440E-01	  +6.4939446598640471E-01	  +1.1615313888888890E+00	  +5.3198379606721524E-01	  +1.7231311111111112E+00	  +1.1813782620536200E+00	  +2.8846625000000001E+00	
