 TIME                    	t                        	f-sim                    	f-exp                    	Tr-sim                   	Tr-exp                   	RHr-sim                  	RHr-exp                  	Ts-sim                   	Ts-exp                   	RHs-sim                  	RHs-exp                  	Toa                      	Pel-sim                  	Pel-exp                  	Qcs-sim                  	Qcs-exp                  	Qcl-sim                  	Qcl-exp                  	Qc-sim                   	Qc-exp                   	
  +1.6666666666666666E-01	  +6.0000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2879814992446683E+01	  +2.3129999999999999E+01	  +7.1239000000000004E+01	  +7.1239000000000004E+01	  +2.2881746335990737E+01	  +2.3292999999999999E+01	  +5.0000000000000000E+01	  +7.1049999999999997E+01	  +2.2335999999999999E+01	  +0.0000000000000000E+00	  -4.9377777777777779E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +1.8333333333333332E-01	  +6.6000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2848971611880430E+01	  +2.3192000000000000E+01	  +4.4441000000000003E+01	  +4.4441000000000003E+01	  +2.2850835604712728E+01	  +2.3350000000000001E+01	  +5.0000000000000000E+01	  +4.6006000000000000E+01	  +2.2355000000000000E+01	  +0.0000000000000000E+00	  -4.9377777777777779E-03	  +0.0000000000000000E+00	  -1.2000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.2000000000000000E-02	
  +2.0000000000000001E-01	  +7.2000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2820685306606187E+01	  +2.3196000000000002E+01	  +4.1180000000000000E+01	  +4.1180000000000000E+01	  +2.2822400040782835E+01	  +2.3358000000000001E+01	  +5.0000000000000000E+01	  +6.2395000000000003E+01	  +2.2363000000000000E+01	  +0.0000000000000000E+00	  -5.4516666666666672E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +2.1666666666666667E-01	  +7.8000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2793805879651885E+01	  +2.3204000000000001E+01	  +7.1210999999999999E+01	  +7.1210999999999999E+01	  +2.2795432111842718E+01	  +2.3376000000000001E+01	  +5.0000000000000000E+01	  +6.7795000000000002E+01	  +2.2347999999999999E+01	  +0.0000000000000000E+00	  -5.5555555555555558E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +2.3333333333333334E-01	  +8.4000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2768058223488943E+01	  +2.3206000000000000E+01	  +6.7366000000000000E+01	  +6.7366000000000000E+01	  +2.2769615055256970E+01	  +2.3385000000000002E+01	  +5.0000000000000014E+01	  +3.8939000000000000E+01	  +2.2347999999999999E+01	  +0.0000000000000000E+00	  -5.3508333333333342E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +2.5000000000000000E-01	  +9.0000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2744486965610704E+01	  +2.3262000000000000E+01	  +4.0521000000000001E+01	  +4.0521000000000001E+01	  +2.2745916072346510E+01	  +2.3437999999999999E+01	  +4.9999999999999993E+01	  +7.1052000000000007E+01	  +2.2370999999999999E+01	  +0.0000000000000000E+00	  -5.2466666666666668E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +2.6666666666666666E-01	  +9.6000000000000000E+02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2724115379979526E+01	  +2.3294000000000000E+01	  +6.2320000000000000E+01	  +6.2320000000000000E+01	  +2.2724115379979530E+01	  +2.3472000000000001E+01	  +5.0000000000000014E+01	  +4.3497000000000000E+01	  +2.2367000000000001E+01	  +0.0000000000000000E+00	  -4.9405555555555557E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +2.8333333333333333E-01	  +1.0200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2706129752666872E+01	  +2.3294000000000000E+01	  +7.1197000000000003E+01	  +7.1197000000000003E+01	  +2.2706129752666865E+01	  +2.3472999999999999E+01	  +5.0000000000000014E+01	  +6.2155000000000001E+01	  +2.2378000000000000E+01	  +0.0000000000000000E+00	  -4.4294444444444442E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +2.9999999999999999E-01	  +1.0800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2689231250128888E+01	  +2.3318999999999999E+01	  +5.2253999999999998E+01	  +5.2253999999999998E+01	  +2.2689231250128884E+01	  +2.3495999999999999E+01	  +5.0000000000000000E+01	  +6.3511000000000003E+01	  +2.2379000000000001E+01	  +0.0000000000000000E+00	  -4.9405555555555557E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +3.1666666666666665E-01	  +1.1400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2672911612436160E+01	  +2.3324999999999999E+01	  +4.7232999999999997E+01	  +4.7232999999999997E+01	  +2.2672911612436160E+01	  +2.3492000000000001E+01	  +5.0000000000000000E+01	  +3.9085000000000001E+01	  +2.2367999999999999E+01	  +0.0000000000000000E+00	  -4.8397222222222218E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +3.3333333333333331E-01	  +1.2000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2657019335090503E+01	  +2.3334000000000000E+01	  +7.1186000000000007E+01	  +7.1186000000000007E+01	  +2.2657019335090503E+01	  +2.3520000000000000E+01	  +5.0000000000000000E+01	  +7.1069000000000003E+01	  +2.2363000000000000E+01	  +0.0000000000000000E+00	  -4.9377777777777779E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +3.4999999999999998E-01	  +1.2600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2642149789353610E+01	  +2.3378000000000000E+01	  +6.2381999999999998E+01	  +6.2381999999999998E+01	  +2.2642149789353617E+01	  +2.3547000000000001E+01	  +4.9999999999999986E+01	  +4.2091999999999999E+01	  +2.2373999999999999E+01	  +0.0000000000000000E+00	  -4.8366666666666662E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +3.6666666666666664E-01	  +1.3200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2628919143931086E+01	  +2.3353999999999999E+01	  +4.0814000000000000E+01	  +4.0814000000000000E+01	  +2.2628919143931086E+01	  +2.3524000000000001E+01	  +5.0000000000000014E+01	  +7.1096999999999994E+01	  +2.2395000000000000E+01	  +0.0000000000000000E+00	  -4.3313888888888890E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +3.8333333333333336E-01	  +1.3800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2616283239247586E+01	  +2.3376999999999999E+01	  +7.1215999999999994E+01	  +7.1215999999999994E+01	  +2.2616283239247586E+01	  +2.3555000000000000E+01	  +4.9999999999999993E+01	  +4.9326999999999998E+01	  +2.2373999999999999E+01	  +0.0000000000000000E+00	  -4.4324999999999998E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +4.0000000000000002E-01	  +1.4400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2604368928256459E+01	  +2.3390999999999998E+01	  +6.2395000000000003E+01	  +6.2395000000000003E+01	  +2.2604368928256456E+01	  +2.3574999999999999E+01	  +5.0000000000000000E+01	  +6.1963999999999999E+01	  +2.2396000000000001E+01	  +0.0000000000000000E+00	  -4.4324999999999998E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +4.1666666666666669E-01	  +1.5000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2594606943286404E+01	  +2.3407000000000000E+01	  +4.0866999999999997E+01	  +4.0866999999999997E+01	  +2.2594606943286411E+01	  +2.3579000000000001E+01	  +5.0000000000000014E+01	  +6.3255000000000003E+01	  +2.2430000000000000E+01	  +0.0000000000000000E+00	  -4.2274999999999995E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +4.3333333333333335E-01	  +1.5600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2586044697308129E+01	  +2.3388000000000002E+01	  +6.2454999999999998E+01	  +6.2454999999999998E+01	  +2.2586044697308132E+01	  +2.3568999999999999E+01	  +4.9999999999999986E+01	  +4.0356999999999999E+01	  +2.2425999999999998E+01	  +0.0000000000000000E+00	  -4.3313888888888890E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +4.5000000000000001E-01	  +1.6200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2577889631968652E+01	  +2.3407000000000000E+01	  +7.1242999999999995E+01	  +7.1242999999999995E+01	  +2.2577889631968649E+01	  +2.3606999999999999E+01	  +5.0000000000000000E+01	  +7.1099000000000004E+01	  +2.2430000000000000E+01	  +0.0000000000000000E+00	  -4.1233333333333330E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +4.6666666666666667E-01	  +1.6800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2570263453001946E+01	  +2.3356000000000002E+01	  +3.9966000000000001E+01	  +3.9966000000000001E+01	  +2.2570263453001946E+01	  +2.3530000000000001E+01	  +4.9999999999999993E+01	  +4.0276000000000003E+01	  +2.2430000000000000E+01	  +0.0000000000000000E+00	  -4.1233333333333330E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +4.8333333333333334E-01	  +1.7400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2565054972691843E+01	  +2.3326000000000001E+01	  +6.2411999999999999E+01	  +6.2411999999999999E+01	  +2.2565054972691843E+01	  +2.3497000000000000E+01	  +5.0000000000000000E+01	  +7.1066999999999993E+01	  +2.2501999999999999E+01	  +0.0000000000000000E+00	  -4.0252777777777778E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +5.0000000000000000E-01	  +1.8000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2562042509018298E+01	  +2.3279000000000000E+01	  +7.1198999999999998E+01	  +7.1198999999999998E+01	  +2.2562042509018298E+01	  +2.3507000000000001E+01	  +4.9999999999999986E+01	  +4.4421999999999997E+01	  +2.2507000000000001E+01	  +0.0000000000000000E+00	  -4.2274999999999995E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +5.1666666666666672E-01	  +1.8600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2558864431274046E+01	  +2.3297999999999998E+01	  +4.5076999999999998E+01	  +4.5076999999999998E+01	  +2.2558864431274049E+01	  +2.3498999999999999E+01	  +4.9999999999999986E+01	  +7.1078000000000003E+01	  +2.2495000000000001E+01	  +0.0000000000000000E+00	  -4.0225000000000000E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +5.3333333333333333E-01	  +1.9200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2557243843354982E+01	  +2.3334000000000000E+01	  +5.6576999999999998E+01	  +5.6576999999999998E+01	  +2.2557243843354982E+01	  +2.3553000000000001E+01	  +5.0000000000000000E+01	  +4.5234000000000002E+01	  +2.2555000000000000E+01	  +0.0000000000000000E+00	  -3.7191666666666666E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +5.5000000000000004E-01	  +1.9800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2557494934855761E+01	  +2.3381000000000000E+01	  +7.1209000000000003E+01	  +7.1209000000000003E+01	  +2.2557494934855761E+01	  +2.3559999999999999E+01	  +5.0000000000000000E+01	  +6.4941000000000003E+01	  +2.2565000000000001E+01	  +0.0000000000000000E+00	  -3.7191666666666666E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +5.6666666666666665E-01	  +2.0400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2557383519455801E+01	  +2.3443000000000001E+01	  +4.2308000000000000E+01	  +4.2308000000000000E+01	  +2.2557383519455801E+01	  +2.3605000000000000E+01	  +5.0000000000000014E+01	  +6.2707000000000001E+01	  +2.2547000000000001E+01	  +0.0000000000000000E+00	  -3.7191666666666666E-03	  +0.0000000000000000E+00	  -8.0000000000000002E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -8.0000000000000002E-03	
  +5.8333333333333337E-01	  +2.1000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2556709147925297E+01	  +2.3456000000000000E+01	  +4.1511000000000003E+01	  +4.1511000000000003E+01	  +2.2556709147925293E+01	  +2.3640999999999998E+01	  +5.0000000000000000E+01	  +6.2354999999999997E+01	  +2.2542999999999999E+01	  +0.0000000000000000E+00	  -3.5141666666666667E-03	  +0.0000000000000000E+00	  -8.0000000000000002E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -8.0000000000000002E-03	
  +5.9999999999999998E-01	  +2.1600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2556618046215288E+01	  +2.3491000000000000E+01	  +7.1198999999999998E+01	  +7.1198999999999998E+01	  +2.2556618046215291E+01	  +2.3686000000000000E+01	  +5.0000000000000000E+01	  +6.4352999999999994E+01	  +2.2565000000000001E+01	  +0.0000000000000000E+00	  -3.5141666666666667E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +6.1666666666666670E-01	  +2.2200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2557448244572278E+01	  +2.3524000000000001E+01	  +6.2698999999999998E+01	  +6.2698999999999998E+01	  +2.2557448244572285E+01	  +2.3710000000000001E+01	  +4.9999999999999993E+01	  +4.0363999999999997E+01	  +2.2577999999999999E+01	  +0.0000000000000000E+00	  -3.4130555555555559E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +6.3333333333333330E-01	  +2.2800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2559089245414704E+01	  +2.3550000000000001E+01	  +4.4761000000000003E+01	  +4.4761000000000003E+01	  +2.2559089245414700E+01	  +2.3739000000000001E+01	  +5.0000000000000014E+01	  +7.1094999999999999E+01	  +2.2597999999999999E+01	  +0.0000000000000000E+00	  -3.5141666666666667E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +6.5000000000000002E-01	  +2.3400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2561096122683516E+01	  +2.3547000000000001E+01	  +7.1204999999999998E+01	  +7.1204999999999998E+01	  +2.2561096122683512E+01	  +2.3722000000000001E+01	  +5.0000000000000014E+01	  +3.9844000000000001E+01	  +2.2597000000000001E+01	  +0.0000000000000000E+00	  -3.7191666666666666E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +6.6666666666666663E-01	  +2.4000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2563228060639204E+01	  +2.3603000000000002E+01	  +3.8715000000000003E+01	  +3.8715000000000003E+01	  +2.2563228060639201E+01	  +2.3795000000000002E+01	  +4.9999999999999993E+01	  +7.1069000000000003E+01	  +2.2606999999999999E+01	  +0.0000000000000000E+00	  -3.3091666666666669E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +6.8333333333333335E-01	  +2.4600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2566262659953104E+01	  +2.3574000000000002E+01	  +6.1436000000000000E+01	  +6.1436000000000000E+01	  +2.2566262659953104E+01	  +2.3768999999999998E+01	  +5.0000000000000000E+01	  +4.2613000000000000E+01	  +2.2634000000000000E+01	  +0.0000000000000000E+00	  -3.5172222222222224E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +6.9999999999999996E-01	  +2.5200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2569456901064846E+01	  +2.3581000000000000E+01	  +7.1210999999999999E+01	  +7.1210999999999999E+01	  +2.2569456901064850E+01	  +2.3786999999999999E+01	  +4.9999999999999993E+01	  +7.0739000000000004E+01	  +2.2622000000000000E+01	  +0.0000000000000000E+00	  -3.3091666666666669E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +7.1666666666666667E-01	  +2.5800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2572346979462001E+01	  +2.3619000000000000E+01	  +3.8627000000000002E+01	  +3.8627000000000002E+01	  +2.2572346979462001E+01	  +2.3823000000000000E+01	  +5.0000000000000000E+01	  +6.3213999999999999E+01	  +2.2629000000000001E+01	  +0.0000000000000000E+00	  -2.7980555555555558E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +7.3333333333333328E-01	  +2.6400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2575873889207852E+01	  +2.3640999999999998E+01	  +6.2088000000000001E+01	  +6.2088000000000001E+01	  +2.2575873889207852E+01	  +2.3831000000000000E+01	  +5.0000000000000014E+01	  +6.1942000000000000E+01	  +2.2649999999999999E+01	  +0.0000000000000000E+00	  -3.1041666666666670E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +7.5000000000000000E-01	  +2.7000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2580320330215027E+01	  +2.3664000000000001E+01	  +7.1225999999999999E+01	  +7.1225999999999999E+01	  +2.2580320330215031E+01	  +2.3849000000000000E+01	  +5.0000000000000014E+01	  +6.5596000000000004E+01	  +2.2670999999999999E+01	  +0.0000000000000000E+00	  -2.9019444444444444E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +7.6666666666666672E-01	  +2.7600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2585986635160307E+01	  +2.3696000000000002E+01	  +3.7642000000000003E+01	  +3.7642000000000003E+01	  +2.2585986635160307E+01	  +2.3890000000000001E+01	  +5.0000000000000014E+01	  +4.3390999999999998E+01	  +2.2704999999999998E+01	  +0.0000000000000000E+00	  -2.7980555555555558E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +7.8333333333333333E-01	  +2.8200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2591582278205220E+01	  +2.3670000000000002E+01	  +6.1950000000000003E+01	  +6.1950000000000003E+01	  +2.2591582278205216E+01	  +2.3876999999999999E+01	  +5.0000000000000014E+01	  +7.1123000000000005E+01	  +2.2684000000000001E+01	  +0.0000000000000000E+00	  -2.9019444444444444E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +8.0000000000000004E-01	  +2.8800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2596940121998287E+01	  +2.3709000000000000E+01	  +7.1254000000000005E+01	  +7.1254000000000005E+01	  +2.2596940121998291E+01	  +2.3898000000000000E+01	  +5.0000000000000014E+01	  +4.0430000000000000E+01	  +2.2706000000000000E+01	  +0.0000000000000000E+00	  -2.7980555555555558E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +8.1666666666666665E-01	  +2.9400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2602798550915860E+01	  +2.3712000000000000E+01	  +3.6616999999999997E+01	  +3.6616999999999997E+01	  +2.2602798550915864E+01	  +2.3902000000000001E+01	  +5.0000000000000014E+01	  +7.1093000000000004E+01	  +2.2713000000000001E+01	  +0.0000000000000000E+00	  -2.1830555555555557E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +8.3333333333333337E-01	  +3.0000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2607929594455172E+01	  +2.3716999999999999E+01	  +6.4533000000000001E+01	  +6.4533000000000001E+01	  +2.2607929594455175E+01	  +2.3908999999999999E+01	  +5.0000000000000000E+01	  +3.9509000000000000E+01	  +2.2693000000000001E+01	  +0.0000000000000000E+00	  -2.2869444444444447E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +8.4999999999999998E-01	  +3.0600000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2612488891029450E+01	  +2.3728000000000002E+01	  +6.4927000000000007E+01	  +6.4927000000000007E+01	  +2.2612488891029450E+01	  +2.3911999999999999E+01	  +5.0000000000000014E+01	  +7.1084000000000003E+01	  +2.2699999999999999E+01	  +0.0000000000000000E+00	  -2.5930555555555559E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +8.6666666666666670E-01	  +3.1200000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2616706405128106E+01	  +2.3722000000000001E+01	  +4.0540999999999997E+01	  +4.0540999999999997E+01	  +2.2616706405128106E+01	  +2.3908000000000001E+01	  +5.0000000000000014E+01	  +4.0326999999999998E+01	  +2.2689000000000000E+01	  +0.0000000000000000E+00	  -1.9808333333333336E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +8.8333333333333330E-01	  +3.1800000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2621069919039495E+01	  +2.3731000000000002E+01	  +7.1221999999999994E+01	  +7.1221999999999994E+01	  +2.2621069919039495E+01	  +2.3942000000000000E+01	  +4.9999999999999993E+01	  +7.0885999999999996E+01	  +2.2712000000000000E+01	  +0.0000000000000000E+00	  -2.2841666666666670E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +9.0000000000000002E-01	  +3.2400000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2626670008023066E+01	  +2.3745000000000001E+01	  +6.1881000000000000E+01	  +6.1881000000000000E+01	  +2.2626670008023062E+01	  +2.3925000000000001E+01	  +5.0000000000000000E+01	  +4.1707999999999998E+01	  +2.2742999999999999E+01	  +0.0000000000000000E+00	  -2.0847222222222222E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
  +9.1666666666666663E-01	  +3.3000000000000000E+03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2632884115311978E+01	  +2.3777999999999999E+01	  +4.0661999999999999E+01	  +4.0661999999999999E+01	  +2.2632884115311978E+01	  +2.3957000000000001E+01	  +5.0000000000000000E+01	  +6.5171999999999997E+01	  +2.2748999999999999E+01	  +0.0000000000000000E+00	  -1.0597222222222223E-03	  +0.0000000000000000E+00	  -1.0000000000000000E-02	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  -1.0000000000000000E-02	
