time	TdbAmb	TdbRoom	TdbSupply	QHeat	PTot
0.0	-19.996666666666698	21.4726110273653	40.94705171647829	4.156423666162972	3.2040298693150553
0.01666666666699257	-19.998333333333303	21.5079797440795	41.2993485845498	4.223530797484055	3.2054757887939442
0.0333333333330188	-19.995	21.5505947678129	41.6098067302686	4.280044090290472	3.2072442989885555
0.05000000000001137	-19.9916666666667	21.5937365354691	41.872306407642704	4.326186247265389	3.209035049839528
0.06666666666700394	-19.9883333333333	21.6371578475379	42.0867573460529	4.362002421035278	3.210837239539333
0.08333333333303017	-19.985	21.680617277291397	42.253089336715895	4.38753702412525	3.212641000227861
0.10000000000002274	-19.981666666666698	21.7238778788619	42.3712375906976	4.40283490016025	3.214436609002222
0.11666666666695846	-19.978333333333303	21.7667074063342	42.4411415775298	4.407940673425695	3.2162145451724444
0.13333333333304154	-19.975	21.8088781660625	42.462742744770104	4.4028982791399445	3.217965472741972
0.14999999999997726	-19.9716666666667	21.8503235699436	42.4999579075434	4.401386506160167	3.2196802401005558
0.16666666666696983	-19.9683333333333	21.891071959546398	42.527091944116705	4.3978712859945555	3.2213690116711113
0.18333333333299606	-19.965	21.9311116872768	42.5537571316734	4.394424057848222	3.223027762150083
0.19999999999998863	-19.961666666666698	21.969776878979303	42.3029044353955	4.332009023355334	3.0774325810125003
0.2166666666669812	-19.9583333333333	22.0070933462567	42.328529826257	4.329124680652528	3.078837101474278
0.23333333333300743	-19.955	22.043765352692297	42.3541721367659	4.326237175080472	3.0802430184644725
0.25	-19.9516666666667	22.080327163333102	42.3797365701432	4.323358768162556	3.0816449180489163
0.26666666666699257	-19.948333333333302	22.1167806791497	42.40522378376421	4.320489381275888	3.083042834942639
0.2833333333330188	-19.945	22.1028971064393	22.1030119301375	0.0	1.8495211680012416
0.30000000000001137	-19.9416666666667	22.039477814579396	22.0396248036617	0.0	1.848084569437086
0.31666666666700394	-19.9383333333333	21.977019633810702	21.9771644651444	0.0	1.846668939730661
0.33333333333303017	-19.935	21.9155077988806	21.915650489959198	0.0	1.8452747284647304
0.35000000000002274	-19.931666666666697	21.854927744296397	21.855068310775103	0.0	1.9320498054450668
0.36666666666695846	-19.928333333333303	21.795265153791	21.795403630820605	0.0	3.2176538405303057
0.38333333333304154	-19.925	21.7399035382129	23.1238646486422	0.2957933126430028	3.2152617110585
0.39999999999997726	-19.9216666666667	21.6920722067938	24.4178550925037	0.5819822079567029	3.2133211682231666
0.41666666666696983	-19.9183333333333	21.651441121851	25.672914807852504	0.8584008370396333	3.211676292385722
0.43333333333299606	-19.915	21.6176736648565	26.8881106052496	1.1249007872652	3.2103129279229723
0.44999999999998863	-19.911666666666697	21.5904351046381	28.062584598744397	1.3813500459440804	3.209217341961
0.4666666666669812	-19.908333333333303	21.5693932499753	29.1955426485112	1.6276322888540637	3.208375873166861
0.48333333333300743	-19.905	21.554215689040998	30.286253781374803	1.8636460026159196	3.207775055775861
0.5	-19.9016666666667	21.5450126831885	31.334400139979	2.0892850014267945	3.207419109353972
0.5166666666669926	-19.8983333333333	21.541456361026697	32.3393403068545	2.3044694230278893	3.2072947483178336
0.5333333333330188	-19.895	21.5427820514963	33.3001356949583	2.5091557797188364	3.207370649159639
0.5500000000000114	-19.891666666666698	21.548672740624298	34.2162719061079	2.7032950849127197	3.2076337695859722
0.5666666666670039	-19.8883333333333	21.558815317150803	35.0872821822163	2.886849277452139	3.2080712662412223
0.5833333333330302	-19.885	21.5729006901393	35.9127437581268	3.0597905028594443	3.208670461172028
0.6000000000000227	-19.8816666666667	21.5906245200102	36.692274351280496	3.2221004267879167	3.2094188082043056
0.6166666666669585	-19.878333333333302	21.6116858665806	37.4255335582992	3.373769108451278	3.2103041309767777
0.6333333333330415	-19.875	21.6357854149011	38.112210344398896	3.514795184582667	3.211314079408639
0.6499999999999773	-19.871666666666698	21.6626315808079	38.7520290788869	3.64518438454075	3.212436614774028
0.6666666666669698	-19.8683333333333	21.6919398599279	39.3447482106103	3.76494860156	3.2136601047063054
0.6833333333329961	-19.865	21.7234282380478	39.8901520269942	3.874105784439528	3.2149730005264163
0.6999999999999886	-19.8616666666667	21.7568193577625	40.388049607714294	3.972679128508472	3.2163639235784167
0.7166666666669812	-19.858333333333302	21.791840708692103	40.8382728622038	4.060696357962889	3.217821699111778
0.7333333333330074	-19.855	21.828224614070898	41.2406739404898	4.1381890979466665	3.219335350114111
0.75	-19.8516666666667	21.8658777960712	41.5952340412208	4.2051771298093055	3.2209010984489725
0.7666666666669926	-19.8483333333333	21.9045400156635	41.901831767937395	4.261697963927584	3.222508095545556
0.7833333333330188	-19.845	21.9437854948256	42.160256770008395	4.307806014317584	3.2241391105053054
0.8000000000000114	-19.841666666666697	21.9826951822714	42.096582792458	4.285202904074861	3.078380360111806
0.8166666666670039	-19.838333333333303	22.0210349310465	42.2564354783942	4.3106553389830555	3.0798314679364447
0.8333333333330302	-19.835	22.0592475426859	42.3689810324715	4.325903036864055	3.0813031323785003
0.8500000000000227	-19.8316666666667	22.097102516062797	42.4336901097316	4.331040386101722	3.0827613847221107
0.8666666666669585	-19.8283333333333	22.1343728554387	42.4504774947555	4.326105047447306	3.0841975474311387
0.8833333333330415	-19.825	22.171002813662	42.4875141938496	4.325665973096667	3.0856031427763058
0.8999999999999773	-19.821666666666697	22.2063640688772	42.242018439788204	4.26519970963	2.9389026431668057
0.9166666666669698	-19.818333333333303	22.2404519498775	42.266448542309206	4.262801518159749	2.9400868147168056
