Toa		t_h
-9.654	37
-9.742	36
-10.479	47
-10.386	37
-10.425	31
-10.214	31
-9.948	32
-10.007	37
-11.194	36
-11.514	32
-11.445	32
-11.431	36
-11.629	32
-11.124	37
-10.992	31
-11.652	37
-11.323	32
-11.267	31
-11.991	31
-12.633	32
-12.661	32
-12.508	31
-13.037	32
-13.243	31
-12.642	32
-12.518	32
-12.025	31
-12.126	37
-12.415	36
-11.767	37
-10.941	31
-10.106	32
-10.050	32
-0.133	47
-4.842	36
-7.219	32
-7.998	37
-9.023	36
-10.273	42
-10.827	37
-11.345	36
-12.227	31
-12.739	32
-12.434	43
1.937	57
2.752	56
4.104	67
5.335	71
5.876	91
6.053	106
5.438	81
5.240	72
5.053	76
4.887	76
4.765	67
4.405	61
4.152	61
4.409	61
4.075	56
3.769	57
3.719	56
3.098	51
2.720	51
2.546	51
3.534	51
2.841	52
2.897	51
2.049	47
1.254	47
1.310	46
1.613	46
