 TIME                    	time                     	freq                     	Toa                      	Tr                       	RHr                      	Ts-exp                   	Ts-sim                   	RHs-exp                  	RHs-sim                  	Pel-exp                  	Pel-sim                  	Qc-exp                   	Qc-sim                   	Qcs-exp                  	Qcs-sim                  	Qcl-exp                  	Qcl-sim                  	
  +7.6666666666666672E-01	  +2.7600000000000000E+03	  +5.3841999999999999E+01	  +4.0926000000000002E+01	  +2.5588999999999999E+01	  +5.4500999999999998E+01	  +1.3601000000000001E+01	  +1.2901015241981995E+01	  +6.2375999999999998E+01	  +7.0128073201200124E+01	  +8.3658805555555560E-01	  +8.9545046199378442E-01	  +3.7764388888888889E+00	  +3.7043902600091436E+00	  +1.8140547222222221E+00	  +1.9210276512291069E+00	  +1.9623844444444445E+00	  +1.7833626087800367E+00	
  +7.8333333333333333E-01	  +2.8200000000000000E+03	  +5.3212000000000003E+01	  +4.0713000000000001E+01	  +2.5635999999999999E+01	  +5.5268000000000001E+01	  +1.3596000000000000E+01	  +1.3889512665782492E+01	  +7.1126000000000005E+01	  +6.9628420590633681E+01	  +8.5365694444444440E-01	  +8.8131201086877198E-01	  +3.7249761111111113E+00	  +3.6756347946624151E+00	  +1.9221400000000000E+00	  +1.8745281847964159E+00	  +1.8028361111111111E+00	  +1.8011066098659996E+00	
  +8.0000000000000004E-01	  +2.8800000000000000E+03	  +5.4521999999999998E+01	  +4.0542000000000002E+01	  +2.5643000000000001E+01	  +6.5031999999999996E+01	  +1.3521000000000001E+01	  +1.1787091219795965E+01	  +4.4786999999999999E+01	  +5.5000382344840112E+01	  +8.4809805555555551E-01	  +9.1061504271999993E-01	  +3.7098075000000001E+00	  +3.7738640127586787E+00	  +1.2783002777777779E+00	  +1.4620314397101630E+00	  +2.4315072222222223E+00	  +2.3118325730485161E+00	
  +8.1666666666666665E-01	  +2.9400000000000000E+03	  +5.3509999999999998E+01	  +4.0356999999999999E+01	  +2.5677000000000000E+01	  +4.0006999999999998E+01	  +1.3564000000000000E+01	  +1.4482314349118871E+01	  +6.8197999999999993E+01	  +6.1407872058725196E+01	  +8.5557138888888884E-01	  +8.8786887910676682E-01	  +3.7561452777777777E+00	  +3.7071944368047531E+00	  +2.8042274999999997E+00	  +2.5895001025463991E+00	  +9.5191777777777775E-01	  +1.1176943342583538E+00	
  +8.3333333333333337E-01	  +3.0000000000000000E+03	  +5.1198000000000000E+01	  +4.0637000000000000E+01	  +2.5666000000000000E+01	  +4.7878000000000000E+01	  +1.3515000000000001E+01	  +1.3845457682435026E+01	  +6.6918999999999997E+01	  +6.8319484710904945E+01	  +8.3669805555555554E-01	  +8.3611411790315793E-01	  +3.7335127777777779E+00	  +3.5413277137916217E+00	  +2.1877700000000000E+00	  +2.1286829016365401E+00	  +1.5457425000000000E+00	  +1.4126448121550821E+00	
  +8.4999999999999998E-01	  +3.0600000000000000E+03	  +5.3337000000000003E+01	  +4.0726999999999997E+01	  +2.5681000000000001E+01	  +6.4864999999999995E+01	  +1.3550000000000001E+01	  +1.1803621891846619E+01	  +4.0597999999999999E+01	  +5.5587030293353898E+01	  +8.5708750000000000E-01	  +8.8435605514977456E-01	  +3.7423891666666669E+00	  +3.6895317624416739E+00	  +1.2542625000000001E+00	  +1.4368468008649276E+00	  +2.4881266666666666E+00	  +2.2526849615767457E+00	
  +8.6666666666666670E-01	  +3.1200000000000000E+03	  +5.2383000000000003E+01	  +4.0926000000000002E+01	  +2.5696000000000002E+01	  +5.4210999999999999E+01	  +1.3603999999999999E+01	  +1.4127189027192383E+01	  +7.1078999999999994E+01	  +6.9808438710404062E+01	  +8.4547888888888889E-01	  +8.6324304242285732E-01	  +3.7512488888888886E+00	  +3.6121283870788385E+00	  +1.9779144444444445E+00	  +1.8921092628816831E+00	  +1.7733344444444443E+00	  +1.7200191241971556E+00	
  +8.8333333333333330E-01	  +3.1800000000000000E+03	  +5.3847999999999999E+01	  +4.0667000000000002E+01	  +2.5702999999999999E+01	  +5.0454999999999998E+01	  +1.3632999999999999E+01	  +1.2482104600041353E+01	  +6.1286000000000001E+01	  +7.1642670939002414E+01	  +8.5940916666666667E-01	  +8.9586938417523809E-01	  +3.7449655555555554E+00	  +3.7202429348663171E+00	  +1.9370666666666665E+00	  +2.1230146855384593E+00	  +1.8078988888888887E+00	  +1.5972282493278580E+00	
  +9.0000000000000002E-01	  +3.2400000000000000E+03	  +5.5231000000000002E+01	  +4.0771999999999998E+01	  +2.5734000000000002E+01	  +6.4170000000000002E+01	  +1.3580000000000000E+01	  +1.1844174017373030E+01	  +4.6182000000000002E+01	  +5.8046592573363910E+01	  +8.3911777777777785E-01	  +9.2708672658526325E-01	  +3.7806838888888890E+00	  +3.8119189539525400E+00	  +1.3299822222222222E+00	  +1.5210156944262965E+00	  +2.4507016666666668E+00	  +2.2909032595262433E+00	
  +9.1666666666666663E-01	  +3.3000000000000000E+03	  +5.1770000000000003E+01	  +4.1017000000000003E+01	  +2.5710999999999999E+01	  +5.4180000000000000E+01	  +1.3643000000000001E+01	  +1.4330507706509938E+01	  +7.1084000000000003E+01	  +6.9686393149998679E+01	  +8.4638888888888886E-01	  +8.4969051790375960E-01	  +3.7600750000000001E+00	  +3.5678333397166604E+00	  +1.9838927777777777E+00	  +1.8709893132316968E+00	  +1.7761825000000000E+00	  +1.6968440264849634E+00	
  +9.3333333333333335E-01	  +3.3600000000000000E+03	  +5.3301000000000002E+01	  +4.1054000000000002E+01	  +2.5699000000000002E+01	  +5.5893999999999998E+01	  +1.3720000000000001E+01	  +1.0907387356382664E+01	  +4.4113999999999997E+01	  +7.0827692024062657E+01	  +8.5244083333333331E-01	  +8.8394631163368431E-01	  +3.7740541666666663E+00	  +3.6672308720361615E+00	  +1.4914652777777777E+00	  +1.8460340831154833E+00	  +2.2825891666666664E+00	  +1.8211967889206779E+00	
  +9.4999999999999996E-01	  +3.4200000000000000E+03	  +5.3395000000000003E+01	  +4.1015000000000001E+01	  +2.5718000000000000E+01	  +6.3427000000000000E+01	  +1.3686999999999999E+01	  +1.3774856868421683E+01	  +6.2531999999999996E+01	  +6.3661588202387165E+01	  +8.6082111111111115E-01	  +8.8610300878696757E-01	  +3.7462752777777779E+00	  +3.6799871743997259E+00	  +1.5108774999999999E+00	  +1.4998129158950895E+00	  +2.2353977777777776E+00	  +2.1801742585046364E+00	
  +9.6666666666666667E-01	  +3.4800000000000000E+03	  +5.3145000000000003E+01	  +4.1442999999999998E+01	  +2.5818000000000001E+01	  +3.5024000000000001E+01	  +1.3792999999999999E+01	  +1.5225235045805267E+01	  +6.3933000000000000E+01	  +5.4674904697810135E+01	  +8.4903333333333331E-01	  +8.8134574806315802E-01	  +3.7625377777777778E+00	  +3.6381913018409224E+00	  +3.1198850000000000E+00	  +2.7454869520959302E+00	  +6.4265277777777785E-01	  +8.9270434974499224E-01	
  +9.8333333333333328E-01	  +3.5400000000000000E+03	  +5.2515000000000001E+01	  +4.1299999999999997E+01	  +2.5827999999999999E+01	  +5.8139000000000003E+01	  +1.3811000000000000E+01	  +1.1770551452381589E+01	  +4.8369000000000000E+01	  +6.9277272622989273E+01	  +8.5770472222222227E-01	  +8.6721742315789463E-01	  +3.7369450000000000E+00	  +3.6101749109534609E+00	  +1.4653591666666665E+00	  +1.7174779289413125E+00	  +2.2715858333333334E+00	  +1.8926969820121480E+00	
  +1.0000000000000000E+00	  +3.6000000000000000E+03	  +5.4393000000000001E+01	  +4.1875999999999998E+01	  +2.5870999999999999E+01	  +3.7497000000000000E+01	  +1.3942000000000000E+01	  +1.4338390372716853E+01	  +6.3750000000000000E+01	  +5.9913164600151767E+01	  +8.6305861111111115E-01	  +9.0967330943639102E-01	  +3.6685908333333330E+00	  +3.7028297723584758E+00	  +2.7946247222222222E+00	  +2.6999113230672442E+00	  +8.7396611111111100E-01	  +1.0029184492912318E+00	
  +1.0166666666666666E+00	  +3.6600000000000000E+03	  +5.3863999999999997E+01	  +4.1738999999999997E+01	  +2.5931999999999999E+01	  +6.2118000000000002E+01	  +1.4010999999999999E+01	  +1.3772287705111300E+01	  +6.7379999999999995E+01	  +6.6496099604474878E+01	  +8.6043638888888885E-01	  +8.9803932325533831E-01	  +3.5998611111111112E+00	  +3.6829118027365468E+00	  +1.5391841666666668E+00	  +1.5689666644096247E+00	  +2.0606772222222220E+00	  +2.1139451383269225E+00	
  +1.0333333333333334E+00	  +3.7200000000000000E+03	  +5.4607999999999997E+01	  +4.1456000000000003E+01	  +2.5882999999999999E+01	  +6.3805000000000000E+01	  +1.3974000000000000E+01	  +1.0883570170237185E+01	  +4.0140000000000001E+01	  +5.6797540611146637E+01	  +8.6447027777777774E-01	  +9.1421614744701740E-01	  +3.5968844444444446E+00	  +3.7435273463211027E+00	  +1.2013069444444444E+00	  +1.5143929585370324E+00	  +2.3955774999999999E+00	  +2.2291343877840708E+00	
  +1.0500000000000000E+00	  +3.7800000000000000E+03	  +5.2345999999999997E+01	  +4.1668999999999997E+01	  +2.5876000000000001E+01	  +6.2618000000000002E+01	  +1.3980000000000000E+01	  +1.4937455573265773E+01	  +7.1055999999999997E+01	  +6.6750827464466340E+01	  +8.6568305555555547E-01	  +8.6399755635328324E-01	  +3.7261255555555555E+00	  +3.5868474514451560E+00	  +1.6349277777777778E+00	  +1.5028673940285813E+00	  +2.0911977777777779E+00	  +2.0839800574165745E+00	
  +1.0666666666666667E+00	  +3.8400000000000000E+03	  +5.2134000000000000E+01	  +4.1840000000000003E+01	  +2.5898000000000000E+01	  +4.6795000000000002E+01	  +1.4045000000000000E+01	  +1.3055561985163964E+01	  +5.8715000000000003E+01	  +7.0725335007176923E+01	  +8.6396805555555556E-01	  +8.5952621983759403E-01	  +3.7192263888888890E+00	  +3.5566425205207532E+00	  +2.0297288888888891E+00	  +2.2016235655836267E+00	  +1.6894974999999999E+00	  +1.3550189549371265E+00	
  +1.0833333333333333E+00	  +3.9000000000000000E+03	  +5.4240000000000002E+01	  +4.2127000000000002E+01	  +2.5899999999999999E+01	  +4.8238999999999997E+01	  +1.4117000000000001E+01	  +1.3255031606474558E+01	  +6.2704999999999998E+01	  +7.1069568388780937E+01	  +8.5346861111111116E-01	  +9.0654271037593992E-01	  +3.7353972222222223E+00	  +3.6816117208255008E+00	  +2.0632213888888886E+00	  +2.2153155262310302E+00	  +1.6721758333333332E+00	  +1.4662961945944706E+00	
  +1.1000000000000001E+00	  +3.9600000000000000E+03	  +5.2860999999999997E+01	  +4.2042999999999999E+01	  +2.5904000000000000E+01	  +6.3162999999999997E+01	  +1.4116000000000000E+01	  +1.4938381484953016E+01	  +7.1085999999999999E+01	  +6.6345222501374309E+01	  +8.5670277777777781E-01	  +8.7587085647037599E-01	  +3.6857363888888890E+00	  +3.6030857732500796E+00	  +1.5982383333333334E+00	  +1.4859121660854211E+00	  +2.0874980555555558E+00	  +2.1171736071646587E+00	
  +1.1166666666666667E+00	  +4.0200000000000000E+03	  +5.2959000000000003E+01	  +4.1871000000000002E+01	  +2.5934999999999999E+01	  +6.5391999999999996E+01	  +1.4145000000000000E+01	  +1.2322767702296060E+01	  +4.4003999999999998E+01	  +5.7276482834295585E+01	  +8.7193777777777781E-01	  +8.7803878189624074E-01	  +3.6200150000000000E+00	  +3.6209052022810879E+00	  +1.2058516666666665E+00	  +1.3935707476668659E+00	  +2.4141633333333332E+00	  +2.2273344546142217E+00	
  +1.1333333333333333E+00	  +4.0800000000000000E+03	  +5.4122000000000000E+01	  +4.1752000000000002E+01	  +2.5710000000000001E+01	  +5.8740000000000002E+01	  +1.3944000000000001E+01	  +1.4043869272622432E+01	  +7.1075999999999993E+01	  +6.8565083915051872E+01	  +8.6023138888888895E-01	  +9.0297041097142849E-01	  +3.6351922222222219E+00	  +3.6877081294779117E+00	  +1.7363669444444445E+00	  +1.7205467770698000E+00	  +1.8988252777777777E+00	  +1.9671613524081115E+00	
  +1.1499999999999999E+00	  +4.1400000000000000E+03	  +5.3432000000000002E+01	  +4.1515999999999998E+01	  +2.5795999999999999E+01	  +6.2560000000000002E+01	  +1.4016000000000000E+01	  +1.4026915484587999E+01	  +6.3814999999999998E+01	  +6.5543451170975970E+01	  +8.7102500000000005E-01	  +8.8771334620070197E-01	  +3.7289169444444448E+00	  +3.6605078758644205E+00	  +1.5353608333333333E+00	  +1.5340229269224288E+00	  +2.1935561111111110E+00	  +2.1264849489419917E+00	
  +1.1666666666666667E+00	  +4.2000000000000000E+03	  +5.1832999999999998E+01	  +4.1377000000000002E+01	  +2.5850999999999999E+01	  +5.5213999999999999E+01	  +1.3988000000000000E+01	  +1.2648686419657347E+01	  +5.5533000000000001E+01	  +7.1899215645366837E+01	  +8.5529361111111102E-01	  +8.5219398679609004E-01	  +3.7398325000000003E+00	  +3.5602012249402266E+00	  +1.6427588888888889E+00	  +1.8311271016044752E+00	  +2.0970736111111110E+00	  +1.7290741233357516E+00	
  +1.1833333333333333E+00	  +4.2600000000000000E+03	  +5.1472999999999999E+01	  +4.1493000000000002E+01	  +2.5902000000000001E+01	  +6.5206000000000003E+01	  +1.4029000000000000E+01	  +1.5565519433123209E+01	  +7.1079999999999998E+01	  +6.4866276251798794E+01	  +8.5327194444444443E-01	  +8.4453978235368410E-01	  +3.7744066666666667E+00	  +3.5431705489476211E+00	  +1.5741408333333333E+00	  +1.3701241216355007E+00	  +2.2002655555555557E+00	  +2.1730464273121202E+00	
  +1.2000000000000000E+00	  +4.3200000000000000E+03	  +5.2856000000000002E+01	  +4.1103999999999999E+01	  +2.5934000000000001E+01	  +4.9688000000000002E+01	  +1.3920000000000000E+01	  +1.0680237730961920E+01	  +4.6631999999999998E+01	  +7.5908611616067972E+01	  +8.6436944444444441E-01	  +8.7516712705924826E-01	  +3.7045358333333334E+00	  +3.6415982572595236E+00	  +1.6699708333333334E+00	  +2.1254423274682681E+00	  +2.0345650000000002E+00	  +1.5161559297912550E+00	
  +1.2166666666666666E+00	  +4.3800000000000000E+03	  +5.4018999999999998E+01	  +4.1031999999999996E+01	  +2.5864000000000001E+01	  +6.1966999999999999E+01	  +1.3772000000000000E+01	  +1.3280728176953801E+01	  +6.6445999999999998E+01	  +6.5834030902959611E+01	  +8.5963361111111114E-01	  +9.0071731870797000E-01	  +3.5887486111111113E+00	  +3.7252330786735568E+00	  +1.5315066666666666E+00	  +1.5924707026260010E+00	  +2.0572419444444443E+00	  +2.1327623760475563E+00	
  +1.2333333333333334E+00	  +4.4400000000000000E+03	  +5.4863999999999997E+01	  +4.0936999999999998E+01	  +2.5808000000000000E+01	  +5.3564000000000000E+01	  +1.3757000000000000E+01	  +1.2312158184736745E+01	  +6.3784999999999997E+01	  +7.2372313115173540E+01	  +8.6851000000000000E-01	  +9.1928508151819555E-01	  +3.6470811111111110E+00	  +3.7794808038713485E+00	  +1.8022102777777780E+00	  +2.0184733851566392E+00	  +1.8448711111111111E+00	  +1.7610074187147098E+00	
  +1.2500000000000000E+00	  +4.5000000000000000E+03	  +5.4945999999999998E+01	  +4.1334000000000003E+01	  +2.5905000000000001E+01	  +5.3106000000000002E+01	  +1.3856000000000000E+01	  +9.6248651624978265E+00	  +4.0369000000000000E+01	  +7.5468910065403279E+01	  +8.5699999999999998E-01	  +9.2174467865864662E-01	  +3.7611966666666667E+00	  +3.7685590730533791E+00	  +1.5057302777777777E+00	  +2.0402407502350548E+00	  +2.2554663888888888E+00	  +1.7283183228183243E+00	
  +1.2666666666666666E+00	  +4.5600000000000000E+03	  +5.2843000000000004E+01	  +4.1531999999999996E+01	  +2.5835999999999999E+01	  +6.2646000000000001E+01	  +1.3944000000000001E+01	  +1.4944878594164837E+01	  +7.1066999999999993E+01	  +6.6567903789219173E+01	  +8.5781166666666664E-01	  +8.7476889326676710E-01	  +3.7704124999999999E+00	  +3.6236899498975914E+00	  +1.6556280555555556E+00	  +1.5158662694372700E+00	  +2.1147844444444446E+00	  +2.1078236804603216E+00	
  +1.2833333333333334E+00	  +4.6200000000000000E+03	  +5.4195000000000000E+01	  +4.1247000000000000E+01	  +2.5962000000000000E+01	  +5.7627000000000002E+01	  +1.4010999999999999E+01	  +1.2059936930008989E+01	  +5.3337000000000003E+01	  +7.0898623550225878E+01	  +8.5488638888888890E-01	  +9.0519447543157894E-01	  +3.7764613888888889E+00	  +3.7276955618920762E+00	  +1.5494300000000001E+00	  +1.8048884499731230E+00	  +2.2270311111111112E+00	  +1.9228071119189531E+00	
  +1.3000000000000000E+00	  +4.6800000000000000E+03	  +5.4081000000000003E+01	  +4.1411000000000001E+01	  +2.5949999999999999E+01	  +3.4680000000000000E+01	  +1.3938000000000001E+01	  +1.4890256259888458E+01	  +6.2298999999999999E+01	  +5.5581603673984226E+01	  +8.6336138888888891E-01	  +9.0271538413533858E-01	  +3.7537961111111109E+00	  +3.7077021598188122E+00	  +3.0651286111111111E+00	  +2.8197351527424450E+00	  +6.8866749999999999E-01	  +8.8796700707636733E-01	
  +1.3166666666666667E+00	  +4.7400000000000000E+03	  +5.3487000000000002E+01	  +4.1372999999999998E+01	  +2.5896000000000001E+01	  +6.2386000000000003E+01	  +1.3936000000000000E+01	  +1.4708896534694318E+01	  +7.1114000000000004E+01	  +6.6920214712362252E+01	  +8.6487472222222217E-01	  +8.8924786416000001E-01	  +3.7659002777777779E+00	  +3.6755228037752410E+00	  +1.6602697222222220E+00	  +1.5522618293766968E+00	  +2.1056305555555559E+00	  +2.1232609743985442E+00	
  +1.3333333333333333E+00	  +4.8000000000000000E+03	  +5.2781999999999996E+01	  +4.1688000000000002E+01	  +2.5972999999999999E+01	  +6.0497000000000000E+01	  +1.3962000000000000E+01	  +1.1614080287312815E+01	  +4.3424999999999997E+01	  +6.6599037727959256E+01	  +8.6134305555555557E-01	  +8.7413108928000005E-01	  +3.7428011111111115E+00	  +3.6165602641250878E+00	  +1.3490572222222221E+00	  +1.6165271892401880E+00	  +2.3937441666666666E+00	  +2.0000330748848998E+00	
  +1.3500000000000001E+00	  +4.8600000000000000E+03	  +5.2820999999999998E+01	  +4.1560000000000002E+01	  +2.5949999999999999E+01	  +5.7402000000000001E+01	  +1.4045000000000000E+01	  +1.4554706230294665E+01	  +7.1090999999999994E+01	  +7.0355937400844439E+01	  +8.6931277777777771E-01	  +8.7480394285714280E-01	  +3.7721930555555558E+00	  +3.6218184343594588E+00	  +1.8420858333333334E+00	  +1.7631939390783122E+00	  +1.9301072222222224E+00	  +1.8586244952811466E+00	
  +1.3666666666666667E+00	  +4.9200000000000000E+03	  +5.4411000000000001E+01	  +4.1619999999999997E+01	  +2.6035000000000000E+01	  +6.2323999999999998E+01	  +1.4023000000000000E+01	  +1.3668186705434307E+01	  +6.3884999999999998E+01	  +6.6693870334856669E+01	  +8.6416999999999999E-01	  +9.1049413831578940E-01	  +3.7338500000000003E+00	  +3.7286964212746376E+00	  +1.5376916666666665E+00	  +1.5829949149337370E+00	  +2.1961583333333334E+00	  +2.1457015063409006E+00	
  +1.3833333333333333E+00	  +4.9800000000000000E+03	  +5.2805000000000000E+01	  +4.1610999999999997E+01	  +2.5980000000000000E+01	  +5.8646000000000001E+01	  +1.4099000000000000E+01	  +1.3249178120927088E+01	  +5.8954000000000001E+01	  +7.0081757282069105E+01	  +8.7092999999999998E-01	  +8.7461684294736841E-01	  +3.7625272222222224E+00	  +3.6205876377296518E+00	  +1.5894794444444444E+00	  +1.7050054476265035E+00	  +2.1730477777777777E+00	  +1.9155821901031485E+00	
  +1.3999999999999999E+00	  +5.0400000000000000E+03	  +5.3396999999999998E+01	  +4.1468000000000004E+01	  +2.5920000000000002E+01	  +5.1707999999999998E+01	  +1.3938000000000001E+01	  +1.4136658787675762E+01	  +7.1116000000000000E+01	  +7.0769775878907595E+01	  +8.6689000000000005E-01	  +8.8741644783157902E-01	  +3.7266563888888888E+00	  +3.6599304910026218E+00	  +2.0793894444444443E+00	  +2.0445149813446162E+00	  +1.6472669444444445E+00	  +1.6154155096580054E+00	
  +1.4166666666666667E+00	  +5.1000000000000000E+03	  +5.2838999999999999E+01	  +4.1273000000000003E+01	  +2.5936000000000000E+01	  +5.6515000000000001E+01	  +1.3885000000000000E+01	  +1.0408008066957260E+01	  +4.0470999999999997E+01	  +7.1773652570807016E+01	  +8.6032944444444448E-01	  +8.7492584546285712E-01	  +3.7164830555555555E+00	  +3.6357607160183671E+00	  +1.4020897222222222E+00	  +1.8116420023691604E+00	  +2.3143933333333337E+00	  +1.8241187136492067E+00	
  +1.4333333333333333E+00	  +5.1600000000000000E+03	  +5.2378999999999998E+01	  +4.1533000000000001E+01	  +2.5974000000000000E+01	  +6.4465999999999994E+01	  +1.4013999999999999E+01	  +1.5149317651795025E+01	  +7.1090999999999994E+01	  +6.5470618298252120E+01	  +8.6780277777777781E-01	  +8.6506888857323294E-01	  +3.7400516666666666E+00	  +3.6018458317983550E+00	  +1.5793969444444445E+00	  +1.4289059239976767E+00	  +2.1606547222222221E+00	  +2.1729399078006781E+00	
  +1.4500000000000000E+00	  +5.2200000000000000E+03	  +5.3219999999999999E+01	  +4.1927000000000000E+01	  +2.5965000000000000E+01	  +5.8076000000000001E+01	  +1.4028000000000000E+01	  +1.3660569072973511E+01	  +6.3659999999999997E+01	  +7.0403842465644189E+01	  +8.7414361111111105E-01	  +8.8399279705263178E-01	  +3.7669086111111110E+00	  +3.6308240037853201E+00	  +1.6831652777777779E+00	  +1.7360272366323175E+00	  +2.0837430555555558E+00	  +1.8947967671530030E+00	
  +1.4666666666666666E+00	  +5.2800000000000000E+03	  +5.4850999999999999E+01	  +4.1743000000000002E+01	  +2.5983000000000001E+01	  +5.1162999999999997E+01	  +1.4035000000000000E+01	  +1.0863613330324753E+01	  +4.8524000000000001E+01	  +7.5895744996574123E+01	  +8.7445861111111112E-01	  +9.2014648026255641E-01	  +3.7652652777777780E+00	  +3.7444779369878169E+00	  +1.6732541666666667E+00	  +2.1220310465592531E+00	  +2.0920111111111113E+00	  +1.6224468904285636E+00	
  +1.4833333333333334E+00	  +5.3400000000000000E+03	  +5.1911000000000001E+01	  +4.1558999999999997E+01	  +2.5698000000000000E+01	  +6.5486000000000004E+01	  +1.4058000000000000E+01	  +1.5668322621712838E+01	  +7.1094999999999999E+01	  +6.3943677407339962E+01	  +8.7042444444444433E-01	  +8.5336467399518801E-01	  +3.7807613888888887E+00	  +3.5582928231876738E+00	  +1.5760786111111111E+00	  +1.3574969282979588E+00	  +2.2046827777777778E+00	  +2.2007958948897155E+00	
  +1.5000000000000000E+00	  +5.4000000000000000E+03	  +5.3408999999999999E+01	  +4.1850000000000001E+01	  +2.5826000000000001E+01	  +4.2195000000000000E+01	  +1.3997999999999999E+01	  +1.1035180110828339E+01	  +4.5162999999999997E+01	  +7.2852673316585481E+01	  +8.8101333333333343E-01	  +8.8759761542857141E-01	  +3.7623855555555554E+00	  +3.6363021418677466E+00	  +1.9668094444444444E+00	  +2.4655871836247076E+00	  +1.7955763888888889E+00	  +1.1707149582430390E+00	
  +1.5166666666666666E+00	  +5.4600000000000000E+03	  +5.1850999999999999E+01	  +4.1844000000000001E+01	  +2.5925999999999998E+01	  +6.2990000000000002E+01	  +1.4173999999999999E+01	  +1.5349135732181722E+01	  +7.1087999999999994E+01	  +6.6959953875662748E+01	  +8.7435750000000001E-01	  +8.5336540795428573E-01	  +3.7622833333333330E+00	  +3.5492489034218822E+00	  +1.6356863888888888E+00	  +1.4719753070602168E+00	  +2.1265969444444446E+00	  +2.0772735963616653E+00	
  +1.5333333333333334E+00	  +5.5200000000000000E+03	  +5.3259000000000000E+01	  +4.1994999999999997E+01	  +2.5899999999999999E+01	  +5.9043999999999997E+01	  +1.4117000000000001E+01	  +1.3848250430959260E+01	  +6.3767000000000003E+01	  +6.9357899203573254E+01	  +8.6930694444444445E-01	  +8.8465931187969948E-01	  +3.7535405555555554E+00	  +3.6279099355776618E+00	  +1.6479827777777778E+00	  +1.6864173396817459E+00	  +2.1055577777777779E+00	  +1.9414925958959159E+00	
  +1.5500000000000000E+00	  +5.5800000000000000E+03	  +5.3872000000000000E+01	  +4.2286000000000001E+01	  +2.5959000000000000E+01	  +4.9655000000000001E+01	  +1.4191000000000001E+01	  +1.3146013473357476E+01	  +6.0512999999999998E+01	  +7.2065312482146410E+01	  +8.6729138888888879E-01	  +8.9867764318075172E-01	  +3.7721450000000001E+00	  +3.6521800550600316E+00	  +1.9597186111111111E+00	  +2.1357981571134426E+00	  +1.8124263888888887E+00	  +1.5163818979465893E+00	
  +1.5666666666666667E+00	  +5.6400000000000000E+03	  +5.4472999999999999E+01	  +4.2046999999999997E+01	  +2.5905000000000001E+01	  +6.4042000000000002E+01	  +1.4276999999999999E+01	  +1.5124176878325800E+01	  +7.1122000000000000E+01	  +6.5646647610153636E+01	  +8.6235083333333340E-01	  +9.1168007437142839E-01	  +3.7701297222222223E+00	  +3.7060798118090790E+00	  +1.6059349999999999E+00	  +1.4878860890426311E+00	  +2.1641947222222222E+00	  +2.2181937227664483E+00	
  +1.5833333333333333E+00	  +5.7000000000000000E+03	  +5.3274000000000001E+01	  +4.1689999999999998E+01	  +2.6013999999999999E+01	  +5.6314999999999998E+01	  +1.4038000000000000E+01	  +1.0578780784292587E+01	  +4.2622999999999998E+01	  +7.2678138506368086E+01	  +8.6023138888888895E-01	  +8.8522627797894748E-01	  +3.6960380555555554E+00	  +3.6467466564961839E+00	  +1.4164230555555555E+00	  +1.8301665082744119E+00	  +2.2796149999999997E+00	  +1.8165801482217718E+00	
  +1.6000000000000001E+00	  +5.7600000000000000E+03	  +5.3496000000000002E+01	  +4.2018999999999998E+01	  +2.6071999999999999E+01	  +6.2536000000000001E+01	  +1.4111000000000001E+01	  +1.4552011765392603E+01	  +7.1081999999999994E+01	  +6.7428678945750008E+01	  +8.7516027777777783E-01	  +8.9057401244390966E-01	  +3.6632138888888890E+00	  +3.6519475699584891E+00	  +1.6011130555555555E+00	  +1.5410111058425329E+00	  +2.0621008333333335E+00	  +2.1109364641159565E+00	
  +1.6166666666666667E+00	  +5.8200000000000000E+03	  +5.2868000000000002E+01	  +4.2255000000000003E+01	  +2.6021999999999998E+01	  +5.6893999999999998E+01	  +1.4255000000000001E+01	  +1.1477376605163105E+01	  +4.4009000000000000E+01	  +7.2034716902079339E+01	  +8.7768083333333324E-01	  +8.7662823764210551E-01	  +3.7581638888888889E+00	  +3.5933589368362582E+00	  +1.4331688888888889E+00	  +1.7762053107217866E+00	  +2.3249952777777780E+00	  +1.8171536261144714E+00	
  +1.6333333333333333E+00	  +5.8800000000000000E+03	  +5.4218000000000004E+01	  +4.1698000000000000E+01	  +2.6065999999999999E+01	  +5.1744999999999997E+01	  +1.4201000000000001E+01	  +1.3060456579777037E+01	  +6.2423000000000002E+01	  +7.3348611179852000E+01	  +8.6447027777777774E-01	  +9.0636960565654134E-01	  +3.7631775000000003E+00	  +3.7083171314199848E+00	  +1.8964619444444444E+00	  +2.0802678103332268E+00	  +1.8667155555555557E+00	  +1.6280493210867579E+00	
  +1.6499999999999999E+00	  +5.9400000000000000E+03	  +5.1689000000000000E+01	  +4.2197000000000003E+01	  +2.5966999999999999E+01	  +6.3131999999999998E+01	  +1.4178000000000001E+01	  +1.4675372971458145E+01	  +6.3451000000000001E+01	  +6.6378201760173923E+01	  +8.6870638888888885E-01	  +8.5023993457754377E-01	  +3.7631322222222221E+00	  +3.5237841305577624E+00	  +1.5196858333333332E+00	  +1.4564893315067007E+00	  +2.2434463888888891E+00	  +2.0672947990510617E+00	
