 TIME                    	time                     	freq                     	Toa                      	Tr                       	Ts-exp                   	Ts-sim                   	Pel-exp                  	Pel-sim                  	Qh-exp                   	Qh-sim                   	Qhair-exp                	
  +1.2666666666666666E+00	  +1.2669999999999999E+00	  +5.8518999999999998E+01	  +9.4420000000000002E+00	  +2.3061000000000000E+01	  +4.1972999999999999E+01	  +4.3421596988853253E+01	  +8.6983138888888889E-01	  +9.4959456257540786E-01	  +4.3355772222222217E+00	  +4.4197708568692180E+00	  +3.8848936111111110E+00	
  +1.2833333333333334E+00	  +1.2829999999999999E+00	  +5.8484000000000002E+01	  +9.1609999999999996E+00	  +2.3137000000000000E+01	  +4.1936000000000000E+01	  +4.3112387927873449E+01	  +8.7033111111111117E-01	  +9.5290046335259537E-01	  +4.3213438888888884E+00	  +4.3364753598615913E+00	  +3.8614988888888893E+00	
  +1.3000000000000000E+00	  +1.3000000000000000E+00	  +5.8853999999999999E+01	  +9.5969999999999995E+00	  +2.3250000000000000E+01	  +4.1935000000000002E+01	  +4.3809130620076097E+01	  +8.7588666666666670E-01	  +9.5849808527310920E-01	  +4.3226366666666669E+00	  +4.4636984387755110E+00	  +3.8373602777777776E+00	
  +1.3166666666666667E+00	  +1.3169999999999999E+00	  +5.8939999999999998E+01	  +9.3350000000000009E+00	  +2.3300000000000001E+01	  +4.2075000000000003E+01	  +4.3539976191215125E+01	  +8.9142805555555560E-01	  +9.6455003979238751E-01	  +4.3165797222222224E+00	  +4.3946230103806228E+00	  +3.8546394444444441E+00	
  +1.3333333333333333E+00	  +1.3330000000000000E+00	  +6.1024000000000001E+01	  +9.6050000000000004E+00	  +2.3061000000000000E+01	  +4.1942000000000000E+01	  +4.4267965487361984E+01	  +8.7245083333333329E-01	  +1.0151315100261988E+00	  +4.3236688888888892E+00	  +4.6034960603064752E+00	  +3.8787313888888892E+00	
  +1.3500000000000001E+00	  +1.3500000000000001E+00	  +6.0375999999999998E+01	  +9.3719999999999999E+00	  +2.3167000000000002E+01	  +4.2012000000000000E+01	  +4.3876895317110893E+01	  +8.7881472222222223E-01	  +1.0011170919375185E+00	  +4.3285138888888888E+00	  +4.4960630835392967E+00	  +3.8702297222222222E+00	
  +1.3666666666666667E+00	  +1.3670000000000000E+00	  +5.9994000000000000E+01	  +9.5269999999999992E+00	  +2.3215000000000000E+01	  +4.2003000000000000E+01	  +4.4003042885719587E+01	  +8.7729888888888885E-01	  +9.8889711152706372E-01	  +4.3239094444444444E+00	  +4.5132425096391486E+00	  +3.8583388888888890E+00	
  +1.3833333333333333E+00	  +1.3830000000000000E+00	  +5.8959000000000003E+01	  +9.6250000000000000E+00	  +2.3172000000000001E+01	  +4.1938000000000002E+01	  +4.3829039944810241E+01	  +8.7861305555555558E-01	  +9.5976222223183405E-01	  +4.3247819444444442E+00	  +4.4846104273356406E+00	  +3.8546475000000000E+00	
  +1.3999999999999999E+00	  +1.3999999999999999E+00	  +5.8884999999999998E+01	  +9.5180000000000007E+00	  +2.3148000000000000E+01	  +4.1954000000000001E+01	  +4.3664164432405258E+01	  +8.6660611111111119E-01	  +9.5890390089174493E-01	  +4.3293074999999996E+00	  +4.4539212559141301E+00	  +3.8628730555555557E+00	
  +1.4166666666666667E+00	  +1.4170000000000000E+00	  +5.8564999999999998E+01	  +9.5099999999999998E+00	  +2.3111000000000001E+01	  +4.1920000000000002E+01	  +4.3545226348132438E+01	  +8.6922527777777769E-01	  +9.5063725389705889E-01	  +4.3221933333333338E+00	  +4.4359715943877545E+00	  +3.8638088888888888E+00	
  +1.4333333333333333E+00	  +1.4330000000000001E+00	  +5.9066000000000003E+01	  +9.4350000000000005E+00	  +2.3157000000000000E+01	  +4.1917999999999999E+01	  +4.3617400333950350E+01	  +8.6286388888888887E-01	  +9.6446903922058835E-01	  +4.3333433333333335E+00	  +4.4418546177706384E+00	  +3.8537452777777776E+00	
  +1.4500000000000000E+00	  +1.4500000000000000E+00	  +6.0055999999999997E+01	  +9.5210000000000008E+00	  +2.2960999999999999E+01	  +4.1825000000000003E+01	  +4.3870609488092434E+01	  +8.4824416666666669E-01	  +9.8731829007632232E-01	  +4.3326327777777776E+00	  +4.5385039515570931E+00	  +3.8768061111111112E+00	
  +1.4666666666666666E+00	  +1.4670000000000001E+00	  +5.9533000000000001E+01	  +9.5190000000000001E+00	  +2.3114000000000001E+01	  +4.1902999999999999E+01	  +4.3824680487081551E+01	  +8.7124361111111104E-01	  +9.7452343479112713E-01	  +4.3455291666666671E+00	  +4.4959989992585268E+00	  +3.8597700000000001E+00	
  +1.4833333333333334E+00	  +1.4830000000000001E+00	  +5.9637999999999998E+01	  +9.5169999999999995E+00	  +2.3016999999999999E+01	  +4.1828000000000003E+01	  +4.3794349279951234E+01	  +8.7860972222222222E-01	  +9.7625069325088998E-01	  +4.3204525000000000E+00	  +4.5100429802273849E+00	  +3.8655130555555557E+00	
  +1.5000000000000000E+00	  +1.5000000000000000E+00	  +5.9002000000000002E+01	  +9.4339999999999993E+00	  +2.3140999999999998E+01	  +4.1954999999999998E+01	  +4.3589664043194489E+01	  +8.8597888888888887E-01	  +9.6268338904216522E-01	  +4.3155863888888888E+00	  +4.4392367835075204E+00	  +3.8643894444444444E+00	
  +1.5166666666666666E+00	  +1.5169999999999999E+00	  +6.0365000000000002E+01	  +9.5269999999999992E+00	  +2.2963000000000001E+01	  +4.1813000000000002E+01	  +4.3954757642240189E+01	  +8.6609499999999995E-01	  +9.9603909796175227E-01	  +4.3345741666666671E+00	  +4.5563433798813637E+00	  +3.8739761111111113E+00	
  +1.5333333333333334E+00	  +1.5329999999999999E+00	  +5.9880000000000003E+01	  +9.4399999999999995E+00	  +2.2943000000000001E+01	  +4.1826999999999998E+01	  +4.3717295521516455E+01	  +8.7608583333333334E-01	  +9.8300117960454769E-01	  +4.3290227777777774E+00	  +4.5090544982698955E+00	  +3.8809411111111114E+00	
  +1.5500000000000000E+00	  +1.5500000000000000E+00	  +6.0116000000000000E+01	  +9.2699999999999996E+00	  +2.3190999999999999E+01	  +4.2420000000000002E+01	  +4.3700464921581698E+01	  +9.0363361111111118E-01	  +9.9534934179584789E-01	  +4.3619986111111109E+00	  +4.4526555758774098E+00	  +3.9464899999999998E+00	
  +1.5666666666666667E+00	  +1.5669999999999999E+00	  +5.8466000000000001E+01	  +9.4770000000000003E+00	  +2.3055000000000000E+01	  +4.1853000000000002E+01	  +4.3446214352764557E+01	  +8.6105361111111112E-01	  +9.4783029587605050E-01	  +4.3217113888888887E+00	  +4.4263910874761665E+00	  +3.8623602777777775E+00	
  +1.5833333333333333E+00	  +1.5830000000000000E+00	  +5.8095999999999997E+01	  +9.3379999999999992E+00	  +2.3064000000000000E+01	  +4.1893999999999998E+01	  +4.3180446881611125E+01	  +8.6740888888888890E-01	  +9.4028417222501226E-01	  +4.3354200000000001E+00	  +4.3667848814349259E+00	  +3.8687563888888885E+00	
  +1.6000000000000001E+00	  +1.6000000000000001E+00	  +5.8853999999999999E+01	  +9.2430000000000003E+00	  +2.3047999999999998E+01	  +4.1866999999999997E+01	  +4.3263364822834710E+01	  +8.7204916666666665E-01	  +9.5989552317478999E-01	  +4.3342258333333330E+00	  +4.3881887346938777E+00	  +3.8666705555555554E+00	
  +1.6166666666666667E+00	  +1.6170000000000000E+00	  +6.0457999999999998E+01	  +9.4000000000000004E+00	  +2.2824999999999999E+01	  +4.1787999999999997E+01	  +4.3742947643807803E+01	  +8.7487611111111119E-01	  +9.9817336103559073E-01	  +4.3477772222222217E+00	  +4.5397140632723678E+00	  +3.8982797222222225E+00	
  +1.6333333333333333E+00	  +1.6330000000000000E+00	  +6.0113999999999997E+01	  +9.1799999999999997E+00	  +2.2992999999999999E+01	  +4.2284999999999997E+01	  +4.3478880631048199E+01	  +9.4436611111111102E-01	  +9.9338404157390015E-01	  +4.4347658333333335E+00	  +4.4466709490855170E+00	  +3.9615258333333334E+00	
  +1.6499999999999999E+00	  +1.6499999999999999E+00	  +6.4123000000000005E+01	  +9.3490000000000002E+00	  +2.2827000000000002E+01	  +4.3012000000000000E+01	  +4.4567531770460221E+01	  +1.0157419444444444E+00	  +1.1027390419795975E+00	  +4.6609477777777775E+00	  +4.7182443774097873E+00	  +4.1411883333333330E+00	
  +1.6666666666666667E+00	  +1.6670000000000000E+00	  +6.8197000000000003E+01	  +9.4299999999999997E+00	  +2.2910000000000000E+01	  +4.4031999999999996E+01	  +4.5709602895056733E+01	  +1.1201250000000000E+00	  +1.2186448625815622E+00	  +4.8788011111111116E+00	  +4.9484879461196236E+00	  +4.3257619444444444E+00	
  +1.6833333333333333E+00	  +1.6830000000000001E+00	  +7.1298000000000002E+01	  +8.8879999999999999E+00	  +2.2952000000000002E+01	  +4.4930000000000000E+01	  +4.5723914420669253E+01	  +1.2030569444444446E+00	  +1.3166159845176475E+00	  +5.0432588888888885E+00	  +4.9426804033613445E+00	  +4.4942416666666665E+00	
  +1.7000000000000000E+00	  +1.7000000000000000E+00	  +7.5034999999999997E+01	  +9.1199999999999992E+00	  +2.3068999999999999E+01	  +4.5787999999999997E+01	  +4.6883979498177943E+01	  +1.3138858333333332E+00	  +1.4274508217993080E+00	  +5.2287275000000006E+00	  +5.1696705089771200E+00	  +4.6385099999999992E+00	
  +1.7166666666666666E+00	  +1.7170000000000001E+00	  +7.1305999999999997E+01	  +8.9390000000000001E+00	  +2.3629999999999999E+01	  +4.6505000000000003E+01	  +4.6170371969739094E+01	  +1.2226550000000000E+00	  +1.3298649230180424E+00	  +5.2137202777777780E+00	  +4.8957162486406327E+00	  +4.6608155555555557E+00	
  +1.7333333333333334E+00	  +1.7330000000000001E+00	  +7.1322000000000003E+01	  +8.9520000000000000E+00	  +2.3526000000000000E+01	  +4.6003000000000000E+01	  +4.6135269113652129E+01	  +1.2034641666666666E+00	  +1.3279779311159665E+00	  +5.1295674999999994E+00	  +4.9101660088976766E+00	  +4.5842975000000008E+00	
  +1.7500000000000000E+00	  +1.7500000000000000E+00	  +7.0424999999999997E+01	  +8.9900000000000002E+00	  +2.3721000000000000E+01	  +4.6189999999999998E+01	  +4.6083764505015452E+01	  +1.1979919444444445E+00	  +1.3054250441454525E+00	  +5.1302811111111106E+00	  +4.8575880004943155E+00	  +4.5797775000000005E+00	
  +1.7666666666666666E+00	  +1.7669999999999999E+00	  +6.7331000000000003E+01	  +9.0359999999999996E+00	  +2.3623000000000001E+01	  +4.6119000000000000E+01	  +4.5360025010575932E+01	  +1.1420416666666668E+00	  +1.2134547545957490E+00	  +5.1115594444444445E+00	  +4.7211977775580820E+00	  +4.5865183333333333E+00	
  +1.7833333333333334E+00	  +1.7829999999999999E+00	  +6.8183000000000007E+01	  +8.9680000000000000E+00	  +2.3736999999999998E+01	  +4.5643000000000001E+01	  +4.5532356039660876E+01	  +1.1469450000000001E+00	  +1.2413548009509148E+00	  +5.0024699999999998E+00	  +4.7344137844784990E+00	  +4.4689447222222221E+00	
  +1.8000000000000000E+00	  +1.8000000000000000E+00	  +7.0325000000000003E+01	  +9.0690000000000008E+00	  +2.3899999999999999E+01	  +4.6311000000000000E+01	  +4.6268498067759445E+01	  +1.2159930555555556E+00	  +1.3048057058823530E+00	  +5.1211477777777779E+00	  +4.8597207427088476E+00	  +4.5656038888888890E+00	
  +1.8166666666666667E+00	  +1.8169999999999999E+00	  +6.7912999999999997E+01	  +9.1029999999999998E+00	  +2.3513000000000002E+01	  +4.6180999999999997E+01	  +4.5528458257864216E+01	  +1.1540686111111111E+00	  +1.2270411313381981E+00	  +5.1162297222222222E+00	  +4.7811427600098853E+00	  +4.6217350000000001E+00	
  +1.8333333333333333E+00	  +1.8330000000000000E+00	  +6.8670000000000002E+01	  +9.0839999999999996E+00	  +2.3730000000000000E+01	  +4.5735999999999997E+01	  +4.5802193424004301E+01	  +1.1420213888888888E+00	  +1.2533541788235294E+00	  +5.0213983333333330E+00	  +4.7945146416213538E+00	  +4.4884588888888883E+00	
  +1.8500000000000001E+00	  +1.8500000000000001E+00	  +6.8125000000000000E+01	  +8.9139999999999997E+00	  +2.3597999999999999E+01	  +4.6201999999999998E+01	  +4.5368714809191076E+01	  +1.1677383333333333E+00	  +1.2378685732167571E+00	  +5.1478061111111106E+00	  +4.7283957612456744E+00	  +4.6079908333333330E+00	
  +1.8666666666666667E+00	  +1.8670000000000000E+00	  +6.8119000000000000E+01	  +9.1579999999999995E+00	  +2.3728999999999999E+01	  +4.5661999999999999E+01	  +4.5771168262980908E+01	  +1.1646025000000002E+00	  +1.2361973444399157E+00	  +5.0142761111111112E+00	  +4.7879877226890750E+00	  +4.4742108333333332E+00	
  +1.8833333333333333E+00	  +1.8830000000000000E+00	  +7.0798000000000002E+01	  +8.9410000000000007E+00	  +2.3629000000000001E+01	  +4.6216000000000001E+01	  +4.6052840195113937E+01	  +1.2169025000000000E+00	  +1.3151533083897924E+00	  +5.1329788888888883E+00	  +4.8704008981710336E+00	  +4.6043077777777786E+00	
  +1.8999999999999999E+00	  +1.8999999999999999E+00	  +7.0372000000000000E+01	  +8.7829999999999995E+00	  +2.3831000000000000E+01	  +4.6332000000000001E+01	  +4.5843393587230977E+01	  +1.2236336111111112E+00	  +1.3095971528224910E+00	  +5.1146519444444447E+00	  +4.7820168284725648E+00	  +4.5844005555555558E+00	
  +1.9166666666666667E+00	  +1.9170000000000000E+00	  +6.8415999999999997E+01	  +8.7620000000000005E+00	  +2.3840000000000000E+01	  +4.6360999999999997E+01	  +4.5363111117671238E+01	  +1.1841313888888887E+00	  +1.2535517925813151E+00	  +5.0951361111111115E+00	  +4.6757671023232827E+00	  +4.5882747222222227E+00	
  +1.9333333333333333E+00	  +1.9330000000000001E+00	  +6.7512000000000000E+01	  +9.1300000000000008E+00	  +2.3753000000000000E+01	  +4.5774000000000001E+01	  +4.5601481426367563E+01	  +1.1411436111111111E+00	  +1.2195912060069205E+00	  +5.0205619444444451E+00	  +4.7460309391992084E+00	  +4.4910558333333332E+00	
  +1.9500000000000000E+00	  +1.9500000000000000E+00	  +6.7397000000000006E+01	  +8.9220000000000006E+00	  +2.3664000000000001E+01	  +4.5719000000000001E+01	  +4.5244460649745399E+01	  +1.1273755555555556E+00	  +1.2180073725088483E+00	  +5.0289455555555556E+00	  +4.6873869110232329E+00	  +4.4992211111111109E+00	
  +1.9666666666666666E+00	  +1.9670000000000001E+00	  +6.8164000000000001E+01	  +9.0990000000000002E+00	  +2.3478999999999999E+01	  +4.5542999999999999E+01	  +4.5564105619294310E+01	  +1.1471238888888888E+00	  +1.2336783781537815E+00	  +5.0232963888888884E+00	  +4.7961046386554615E+00	  +4.5035913888888892E+00	
  +1.9833333333333334E+00	  +1.9830000000000001E+00	  +7.0344999999999999E+01	  +8.9990000000000006E+00	  +2.3480000000000000E+01	  +4.5920000000000002E+01	  +4.5944860503267591E+01	  +1.2000161111111112E+00	  +1.2981132244550175E+00	  +5.1621672222222221E+00	  +4.8785788717251597E+00	  +4.5774838888888887E+00	
  +2.0000000000000000E+00	  +2.0000000000000000E+00	  +7.0861000000000004E+01	  +9.0440000000000005E+00	  +2.3138999999999999E+01	  +4.5828000000000003E+01	  +4.5942558295514829E+01	  +1.1958955555555555E+00	  +1.3052943583813152E+00	  +5.1549027777777781E+00	  +4.9504552130499260E+00	  +4.6316741666666665E+00	
  +2.0166666666666666E+00	  +2.0169999999999999E+00	  +7.0539000000000001E+01	  +9.0909999999999993E+00	  +2.3661999999999999E+01	  +4.6189000000000000E+01	  +4.6219238775670235E+01	  +1.2114766666666665E+00	  +1.3058308326205883E+00	  +5.1326819444444443E+00	  +4.8995382197231834E+00	  +4.5918025000000000E+00	
  +2.0333333333333332E+00	  +2.0329999999999999E+00	  +7.0147999999999996E+01	  +8.9120000000000008E+00	  +2.3475000000000001E+01	  +4.5957000000000001E+01	  +4.5774547702173535E+01	  +1.1945411111111111E+00	  +1.2937861427731092E+00	  +5.1585202777777779E+00	  +4.8426544705882355E+00	  +4.5860061111111108E+00	
  +2.0499999999999998E+00	  +2.0499999999999998E+00	  +7.0472999999999999E+01	  +8.9250000000000007E+00	  +2.3491000000000000E+01	  +4.6067999999999998E+01	  +4.5877993330346634E+01	  +1.2184100000000000E+00	  +1.3032556223353311E+00	  +5.1492191666666667E+00	  +4.8617224728126551E+00	  +4.6041416666666670E+00	
  +2.0666666666666669E+00	  +2.0670000000000002E+00	  +7.1122000000000000E+01	  +8.6929999999999996E+00	  +2.3321000000000002E+01	  +4.6039999999999999E+01	  +4.5611559131748464E+01	  +1.2180055555555556E+00	  +1.3223821394056601E+00	  +5.1605813888888887E+00	  +4.8399586253089462E+00	  +4.6346313888888888E+00	
  +2.0833333333333335E+00	  +2.0830000000000002E+00	  +7.1082999999999998E+01	  +8.9559999999999995E+00	  +2.3439000000000000E+01	  +4.6057000000000002E+01	  +4.6036647904662928E+01	  +1.2119733333333333E+00	  +1.3192488962030648E+00	  +5.1538869444444444E+00	  +4.9072141927829955E+00	  +4.6130272222222226E+00	
  +2.1000000000000001E+00	  +2.1000000000000001E+00	  +7.0950999999999993E+01	  +9.0020000000000007E+00	  +2.3131000000000000E+01	  +4.5954000000000001E+01	  +4.5900631637670713E+01	  +1.1934408333333333E+00	  +1.3084123111436232E+00	  +5.1705247222222219E+00	  +4.9430511186356894E+00	  +4.6580283333333332E+00	
  +2.1166666666666667E+00	  +2.1170000000000000E+00	  +7.0959000000000003E+01	  +8.7520000000000007E+00	  +2.3129000000000001E+01	  +4.5869999999999997E+01	  +4.5550804181568402E+01	  +1.2140813888888891E+00	  +1.3127784857124571E+00	  +5.1680633333333326E+00	  +4.8675318052397438E+00	  +4.6418594444444441E+00	
  +2.1333333333333333E+00	  +2.1330000000000000E+00	  +7.0337000000000003E+01	  +8.9840000000000000E+00	  +2.3216999999999999E+01	  +4.6023000000000003E+01	  +4.5777435132170957E+01	  +1.1940819444444444E+00	  +1.2928381158832920E+00	  +5.1575249999999997E+00	  +4.8980520523974285E+00	  +4.6534827777777776E+00	
  +2.1499999999999999E+00	  +2.1499999999999999E+00	  +7.0447999999999993E+01	  +8.9290000000000003E+00	  +2.3398000000000000E+01	  +4.6156999999999996E+01	  +4.5826532498406436E+01	  +1.2006191666666668E+00	  +1.3005903067999998E+00	  +5.1499061111111111E+00	  +4.8702902857142867E+00	  +4.6414258333333338E+00	
  +2.1666666666666665E+00	  +2.1669999999999998E+00	  +7.0462000000000003E+01	  +8.6639999999999997E+00	  +2.3585000000000001E+01	  +4.6177000000000000E+01	  +4.5563132484173138E+01	  +1.2176011111111109E+00	  +1.3092049932560554E+00	  +5.1493441666666664E+00	  +4.7733823737024208E+00	  +4.6057544444444449E+00	
  +2.1833333333333331E+00	  +2.1829999999999998E+00	  +7.0519000000000005E+01	  +8.9190000000000005E+00	  +2.3253000000000000E+01	  +4.6070999999999998E+01	  +4.5749558583188239E+01	  +1.1963919444444446E+00	  +1.2998679187796960E+00	  +5.1715550000000006E+00	  +4.8843578826000984E+00	  +4.6551672222222216E+00	
  +2.2000000000000002E+00	  +2.2000000000000002E+00	  +7.0745000000000005E+01	  +8.6180000000000003E+00	  +2.3437999999999999E+01	  +4.6064000000000000E+01	  +4.5483475003883704E+01	  +1.2164983333333335E+00	  +1.3151526983339104E+00	  +5.1672113888888891E+00	  +4.7873017622343061E+00	  +4.6146124999999998E+00	
  +2.2166666666666668E+00	  +2.2170000000000001E+00	  +7.0686000000000007E+01	  +8.8629999999999995E+00	  +2.3199999999999999E+01	  +4.5945000000000000E+01	  +4.5681442621845335E+01	  +1.2197063888888890E+00	  +1.3045238067647060E+00	  +5.1859849999999996E+00	  +4.8808201764705883E+00	  +4.6417675000000003E+00	
  +2.2333333333333334E+00	  +2.2330000000000001E+00	  +7.0388999999999996E+01	  +8.5909999999999993E+00	  +2.3163000000000000E+01	  +4.5902999999999999E+01	  +4.5212191182636012E+01	  +1.2164983333333335E+00	  +1.2997290658875060E+00	  +5.1647222222222222E+00	  +4.7868017763222923E+00	  +4.6412783333333332E+00	
  +2.2500000000000000E+00	  +2.2500000000000000E+00	  +7.0385000000000005E+01	  +8.9049999999999994E+00	  +2.3297000000000001E+01	  +4.5959000000000003E+01	  +4.5722680712894729E+01	  +1.2083580555555555E+00	  +1.2971369969874571E+00	  +5.1545980555555557E+00	  +4.8691815682155202E+00	  +4.6238686111111109E+00	
  +2.2666666666666666E+00	  +2.2669999999999999E+00	  +7.0593000000000004E+01	  +8.9600000000000009E+00	  +2.3500000000000000E+01	  +4.6131999999999998E+01	  +4.5960096047717805E+01	  +1.2050402777777780E+00	  +1.3063100633712310E+00	  +5.1473616666666668E+00	  +4.8776420266930307E+00	  +4.6150616666666675E+00	
  +2.2833333333333332E+00	  +2.2829999999999999E+00	  +7.0429000000000002E+01	  +8.7889999999999997E+00	  +2.3626000000000001E+01	  +4.6234000000000002E+01	  +4.5752292241269281E+01	  +1.2212197222222221E+00	  +1.3069915654553388E+00	  +5.1386649999999996E+00	  +4.8057596769649020E+00	  +4.6084791666666671E+00	
  +2.2999999999999998E+00	  +2.2999999999999998E+00	  +7.0361000000000004E+01	  +8.8910000000000000E+00	  +2.3657000000000000E+01	  +4.6307000000000002E+01	  +4.5895539938563651E+01	  +1.2186061111111111E+00	  +1.3039467497551531E+00	  +5.1572258333333334E+00	  +4.8302908954522970E+00	  +4.6160738888888897E+00	
  +2.3166666666666669E+00	  +2.3170000000000002E+00	  +7.0760999999999996E+01	  +8.6750000000000007E+00	  +2.3646000000000001E+01	  +4.6259999999999998E+01	  +4.5681371122765789E+01	  +1.2214186111111112E+00	  +1.3188995444235048E+00	  +5.1648797222222216E+00	  +4.7861086443400875E+00	  +4.6093555555555552E+00	
  +2.3333333333333335E+00	  +2.3330000000000002E+00	  +7.0941000000000003E+01	  +8.8529999999999998E+00	  +2.3692000000000000E+01	  +4.6249000000000002E+01	  +4.5997871926763096E+01	  +1.1987077777777777E+00	  +1.3220428091529413E+00	  +5.1567013888888891E+00	  +4.8450873823529417E+00	  +4.5975169444444450E+00	
  +2.3500000000000001E+00	  +2.3500000000000001E+00	  +7.0771000000000001E+01	  +8.8590000000000000E+00	  +2.3893999999999998E+01	  +4.6445999999999998E+01	  +4.6077478316852520E+01	  +1.2338758333333335E+00	  +1.3211368336172271E+00	  +5.1425055555555561E+00	  +4.8194942058823518E+00	  +4.5935736111111112E+00	
  +2.3666666666666667E+00	  +2.3670000000000000E+00	  +6.8777000000000001E+01	  +8.8559999999999999E+00	  +2.3779000000000000E+01	  +4.6398000000000003E+01	  +4.5542401793548741E+01	  +1.1833024999999999E+00	  +1.2612096159523973E+00	  +5.1553513888888887E+00	  +4.7276746307464164E+00	  +4.6082400000000003E+00	
  +2.3833333333333333E+00	  +2.3830000000000000E+00	  +6.7751000000000005E+01	  +8.6479999999999997E+00	  +2.3652000000000001E+01	  +4.5633000000000003E+01	  +4.4950152310904144E+01	  +1.1515791666666668E+00	  +1.2324941514475534E+00	  +4.9996786111111113E+00	  +4.6260119189322779E+00	  +4.4848111111111111E+00	
  +2.3999999999999999E+00	  +2.3999999999999999E+00	  +6.7980999999999995E+01	  +8.9520000000000000E+00	  +2.3798999999999999E+01	  +4.5750000000000000E+01	  +4.5497050909681107E+01	  +1.1504736111111111E+00	  +1.2369863999939199E+00	  +5.0361436111111111E+00	  +4.7135744824518033E+00	  +4.4766755555555555E+00	
  +2.4166666666666665E+00	  +2.4169999999999998E+00	  +6.7849000000000004E+01	  +8.6809999999999992E+00	  +2.3736999999999998E+01	  +4.6226999999999997E+01	  +4.5064400395549917E+01	  +1.1779577777777779E+00	  +1.2364679413973434E+00	  +5.1045947222222221E+00	  +4.6327638895205139E+00	  +4.5837624999999997E+00	
  +2.4333333333333331E+00	  +2.4329999999999998E+00	  +6.8186000000000007E+01	  +8.9450000000000003E+00	  +2.3518000000000001E+01	  +4.5447000000000003E+01	  +4.5381224310404995E+01	  +1.1475627777777777E+00	  +1.2375641744421653E+00	  +5.0198208333333332E+00	  +4.7481056376668311E+00	  +4.4764941666666669E+00	
  +2.4500000000000002E+00	  +2.4500000000000002E+00	  +7.0331000000000003E+01	  +8.9260000000000002E+00	  +2.3568000000000001E+01	  +4.6087000000000003E+01	  +4.5888277575171450E+01	  +1.2052452777777778E+00	  +1.3007000982294610E+00	  +5.1370119444444438E+00	  +4.8476090899653981E+00	  +4.5919574999999995E+00	
  +2.4666666666666668E+00	  +2.4670000000000001E+00	  +7.0316000000000003E+01	  +8.8620000000000001E+00	  +2.3475999999999999E+01	  +4.6094000000000001E+01	  +4.5745024672960518E+01	  +1.2153891666666665E+00	  +1.2994787581793377E+00	  +5.1521788888888889E+00	  +4.8360308195748898E+00	  +4.6127166666666666E+00	
  +2.4833333333333334E+00	  +2.4830000000000001E+00	  +7.0826999999999998E+01	  +8.9499999999999993E+00	  +2.3298999999999999E+01	  +4.5927999999999997E+01	  +4.5890825268367749E+01	  +1.1983583333333334E+00	  +1.3091360914539052E+00	  +5.1379263888888884E+00	  +4.9052654844290648E+00	  +4.6174138888888887E+00	
  +2.5000000000000000E+00	  +2.5000000000000000E+00	  +7.0370000000000005E+01	  +8.8309999999999995E+00	  +2.3454000000000001E+01	  +4.5994999999999997E+01	  +4.5702402837326147E+01	  +1.2081561111111112E+00	  +1.3011066520264458E+00	  +5.1191997222222216E+00	  +4.8314460479485906E+00	  +4.5978397222222229E+00	
  +2.5166666666666666E+00	  +2.5169999999999999E+00	  +7.1025000000000006E+01	  +8.8800000000000008E+00	  +2.3465000000000000E+01	  +4.6064000000000000E+01	  +4.5930621936580266E+01	  +1.1966980555555555E+00	  +1.3193857317412263E+00	  +5.1596841666666666E+00	  +4.8786709095402871E+00	  +4.6088822222222214E+00	
  +2.5333333333333332E+00	  +2.5329999999999999E+00	  +7.1144999999999996E+01	  +8.7080000000000002E+00	  +2.3478999999999999E+01	  +4.6073999999999998E+01	  +4.5724897053475345E+01	  +1.2214188888888888E+00	  +1.3260236927142859E+00	  +5.1189422222222216E+00	  +4.8310228571428588E+00	  +4.6079699999999999E+00	
  +2.5499999999999998E+00	  +2.5499999999999998E+00	  +7.0747000000000000E+01	  +8.5320000000000000E+00	  +2.3571999999999999E+01	  +4.6177999999999997E+01	  +4.5437389751041465E+01	  +1.1975527777777777E+00	  +1.3193858828251108E+00	  +5.1279972222222225E+00	  +4.7488338240237269E+00	  +4.6088269444444441E+00	
  +2.5666666666666669E+00	  +2.5670000000000002E+00	  +7.0363000000000000E+01	  +8.6460000000000008E+00	  +2.3463999999999999E+01	  +4.6154000000000003E+01	  +4.5448521551734572E+01	  +1.2167958333333333E+00	  +1.3041879686672271E+00	  +5.1313416666666676E+00	  +4.7741895882352949E+00	  +4.6268502777777778E+00	
  +2.5833333333333335E+00	  +2.5830000000000002E+00	  +7.0347999999999999E+01	  +8.8640000000000008E+00	  +2.3266999999999999E+01	  +4.6078000000000003E+01	  +4.5640346034349434E+01	  +1.2145922222222223E+00	  +1.2961460299256549E+00	  +5.1804513888888888E+00	  +4.8576738596144340E+00	  +4.6534583333333339E+00	
  +2.6000000000000001E+00	  +2.6000000000000001E+00	  +7.0894999999999996E+01	  +8.8849999999999998E+00	  +2.3715000000000000E+01	  +4.6228000000000002E+01	  +4.6044555623176976E+01	  +1.1968624999999999E+00	  +1.3206437209419795E+00	  +5.1359505555555556E+00	  +4.8503449023727132E+00	  +4.5885913888888892E+00	
  +2.6166666666666667E+00	  +2.6170000000000000E+00	  +7.0691000000000003E+01	  +8.8019999999999996E+00	  +2.3270000000000000E+01	  +4.6036000000000001E+01	  +4.5635824162287946E+01	  +1.2169027777777779E+00	  +1.3071043752093430E+00	  +5.1652061111111109E+00	  +4.8560551571922890E+00	  +4.6446172222222222E+00	
